id,sku,brand,old_type,new_type,sub_type,changed,name
1643,BFV-1003S-1C,INAX,sen-tam,cu-sen,,YES,"Bộ vòi sen tắm nóng lạnh INAX BFV-1003S-1C (BFV1003S1C)"
1644,TBS04302V/TBW02017A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS04302V kèm bát sen TBW02017A"
1645,TBS02302V/TBW03002B,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen TBW03002B"
1646,TBS02302V/TBW01008A,TOTO,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh TOTO TBS02302V kèm bát sen TBW01008A"
1647,TBW02013B,TOTO,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường TOTO TBW02013B dáng vuông"
1648,TBW01014B,TOTO,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường TOTO TBW01014B dáng tròn"
1649,TBW01016B,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TBW01016B (659 mm)"
1650,TBS02001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi xả bồn âm tường LN TOTO TBS02001B"
1651,TBS03001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi xả bồn âm tường LC TOTO TBS03001B"
1652,TBS04304B,TOTO,sen-tam,cu-sen,,YES,"Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBS04304B"
1653,TBW02003A#PFG,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW02003A (vuông, 210mm)"
1654,TBW01004A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm tắm gắn tường TOTO TBW01004A (2 chế độ, tròn)"
1655,TBW01003A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW01003A (tròn, 220mm)"
1656,TBV01103B/TBN01102B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Van chuyển hướng TOTO TBV01103B kèm van TBN01102B"
1657,TBN01102B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Phụ kiện âm tường TOTO TBN01102B"
1658,TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Phụ kiện âm tường TOTO TBN01001B"
1659,TBG11304VA,TOTO,sen-tam,cu-sen,,YES,"Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG11304VA"
1660,TBG10304VA,TOTO,sen-tam,cu-sen,,YES,"Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG10304VA"
1661,TBW01012B,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW01012B (tròn, 102mm)"
1662,TBW02004A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW02004A (2 chế độ, vuông, 210mm)"
1663,TBW02003B1A,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn trần TOTO TBW02003B1A (vuông, 210mm)"
1664,TX488SZ,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TX488SZ (tròn, 250mm)"
1665,TBW03001B,TOTO,bat-sen,phu-kien,bat-sen,YES,"Bát sen tắm gắn tường TOTO TBW03001B (5 chế độ, tròn, 102mm, cổ điển)"
1706,VG593,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm nóng lạnh Viglacera VG593"
1707,VG503,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm lạnh Viglacera VG503"
1708,VG515,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG515"
1709,VG508,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm lạnh Viglacera VG508"
1710,VG594,Viglacera,sen-cay,sen-dung,,YES,"Sen cây lạnh Viglacera VG594"
1711,VG581-Den,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG581"
1712,VG583,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG583"
1713,VG598,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng nhiệt độ Viglacera VG598"
1714,VG511.1,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG511.1"
1715,VG597,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG597"
1716,VG596,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG596"
1717,VG541.1,Viglacera,sen-tam,phu-kien,thanh-truot,YES,"Bộ sen tắm nóng lạnh Viglacera VG541.1 kèm thanh trượt"
1718,VG515.1,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG515.1"
1719,VG504,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG504"
1720,VG511,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG511"
1721,VG541,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG541"
1722,VG514,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG514"
1723,VG502,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG502"
1724,VG502.2,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG502.2"
1725,VG568,Viglacera,sen-tam,cu-sen,,YES,"Sen tắm nóng lạnh Viglacera VG568"
1888,FFASS506-GR,American Standard,tay-sen,tay-sen,,,"Bộ tay sen tắm và gác sen American Standard Genie FFASS506"
1889,A-0017,American Standard,tay-sen,tay-sen,,,"Tay sen tắm American Standard EasySET A-0017 (A0017)"
1890,WF-0411,American Standard,sen-tam,cu-sen,,YES,"Vòi sen tắm gắn tường American Standard WF-0411 (WF0411) nóng lạnh"
1891,A-6110.978.904,American Standard,sen-tam,sen-dung,,YES,"Cây sen American Standard A-6110.978.904 (A6110978904)"
1892,A-6110.978.903,American Standard,sen-tam,sen-dung,,YES,"Cây sen American Standard A-6110.978.903 (A6110978903)"
1893,WF-1772,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh American Standard WF-1772 (WF1772)"
1894,WF-9071H,American Standard,tay-sen,tay-sen,,,"Cây sen phun mưa American Standard WF-9071H (WF9071H) (kèm tay sen)"
1895,FFAS0930,American Standard,sen-am-tuong,sen-am-tuong,nhiet-do,,"Bộ trộn nhiệt độ âm tường American Standard FFAS0930"
1896,FFAS9908,American Standard,sen-tam,phu-kien,bat-sen,YES,"Thanh nối đầu sen gắn trần EasySET American Standard FFAS9908"
1897,FFAS9140,American Standard,sen-tam,phu-kien,gac-sen,YES,"Co nối tròn EasySET American Standard FFAS9140"
1898,FFAS9142,American Standard,sen-tam,phu-kien,gac-sen,YES,"Co nối vuông EasySET American Standard FFAS9142"
1899,WF-9051,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen tắm phun mưa American Standard Celia WF-9051 (WF9051)"
1900,WF-9052,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen tắm phun mưa American Standard Acacia WF-9052 (WF9052)"
1901,FFASS036,American Standard,sen-tam,phu-kien,bat-sen,YES,"Đầu sen tắm phun mưa American Standard 250mm FFASS036"
2112,TBG11303V/TBN01001B/TBW01016B/TBW01014B/TBW01010V,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG11303V kèm van TBN01001B, bát sen TBW01016B, bát sen TBW01014B, bát sen TBW01010V"
2113,M22063+120067+T57140,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ cần sen MOEN M22063 kèm 120067, T57140"
2114,130395+T2085(T2084),MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ vòi sen âm tường MOEN 130395 kèm T2085(T2084)"
2115,TBW08001A/TBV02403B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW08001A kèm van TBV02403B, van TBN01001B"
2116,TBW02006A/TBW07019A/TBW02013B/TBV02403B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW02006A kèm bát sen TBW07019A, bát sen TBW02013B, van TBV02403B, van TBN01001B"
2117,TBW07012A/TBW01016B/TBW01014B/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07012A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B"
2118,TBW02005A/TBW07019A/TBW02013B/TBV02403B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW02005A kèm bát sen TBW07019A, bát sen TBW02013B, van TBV02403B, van TBN01001B"
2119,TBW01010A/TBW01016B/TBW01014B/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01010A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B"
2120,TBW01008A/TBW01016B/TBW01014B/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW01008A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B"
2121,TBW07009A/TBW01016B/TBW01014B/TBV01407B/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW07009A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B"
2122,TBW01008A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01303BA kèm bát sen TBW01008A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B"
2123,TBW02005A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02303BA kèm bát sen TBW02005A, bát sen TBW07019A, bát sen TBW02013B, van TBN01001B"
2124,TBW01010A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01303BA kèm bát sen TBW01010A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B"
2125,TBW02006A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02303BA kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBN01001B"
2126,TBW07009A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01303BA kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B"
2127,TBW07012A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01303BA kèm bát sen TBW07012A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B"
2129,BFV-28S,INAX,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm âm tường INAX BFV-28S (BFV28S) nóng lạnh"
2132,34705000,GROHE,bat-sen,phu-kien,bat-sen,YES,"Bộ sen âm tường ổn nhiệt với bát sen GROHE 34705000"
2133,34734000,GROHE,sen-am-tuong,sen-am-tuong,nhiet-do,,"Bộ sen âm tường ổn nhiệt GROHE 34734000"
2134,AT40717,ATMOR,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm âm tường ATMOR AT40717 nóng lạnh"
2135,130395+T2285(T2284)+130394,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm MOEN 130395 kèm T2285(T2284), 130394"
2136,M22064+120067+T68142+T63948,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ vòi sen MOEN M22064 kèm 120067, T68142, T63948"
2137,5470+T5465+130394,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm MOEN 5470 kèm T5465, 130394"
2138,CT3015ZH016,COTTO,sen-am-tuong,sen-am-tuong,nhiet-do,,"Bộ sen tắm âm tường nhiệt độ COTTO CT3015ZH016"
2141,AT40402,ATMOR,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm âm tường ATMOR AT40402 nóng lạnh"
2142,AT40403,ATMOR,sen-am-tuong,sen-am-tuong,1-duong,,"Bộ sen tắm âm tường ATMOR AT40403 nóng lạnh"
2143,TS3420+SA340+S3384+A501(4)+3667EP+S6310+S122,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Sen âm tường MOEN TS3420 kèm SA340, S3384, A501(4), 3667EP, S6310, S122"
2144,TS275,MOEN,sen-am-tuong,sen-am-tuong,1-duong,,"Sen tắm âm tường MOEN TS275 nóng lạnh Kingsley"
2145,TBW01004A/TBW01010A/TBW01016B/TBW07020A/TBG02001B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW01004A, bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A"
2146,TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBG02001B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02003A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B"
2147,TBW01003A/TBW01010A/TBW01016B/TBW01014B/TBG01001B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW01003A, bát sen TBW01010A, bát sen TBW01016B, bát sen TBW01014B"
2148,TBW07001A/TBW01010A/TBW07019A/TBW07020A/TBG02001B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW07001A, bát sen TBW01010A, bát sen TBW07019A, bát sen TBW07020A"
2149,TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG10001B/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG10001B kèm bát sen TBW02004A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A"
2150,TBW01003A/TBW01010A/TBW01014B/TBG01001B/TBW07017A(,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG01001B kèm bát sen TBW01003A, bát sen TBW01010A, bát sen TBW01014B, bát sen TBW07017A("
2157,TBW08003A1/TBW08008A(x4)/TBW02006A/TBW08009A/TBW07,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBW08003A1 kèm bát sen TBW08008A(x4), bát sen TBW02006A, bát sen TBW08009A, bát sen TBW07"
2158,TBW02004A/TBW02006A/TBG02001B/TBV02402B/TBN01001B(,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG02001B kèm bát sen TBW02004A, bát sen TBW02006A, van TBV02402B, van TBN01001B("
2159,TBW08004A/TBN01002B/TBW02006A/TBG07001B/TBW07018A/,TOTO,sen-am-tuong,sen-am-tuong,1-duong,,"Set sen tắm TOTO TBG07001B kèm bát sen TBW08004A, van TBN01002B, bát sen TBW02006A, bát sen TBW07018A"
2160,TBW01015B,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TBW01015B (959 mm)"
2161,TX721AN,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TX721AN"
2162,TBW07018A,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TBW07018A 950 mm"
2163,TBW07019A,TOTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm TOTO TBW07019A (740 mm)"
2164,S902P-30,MOEN,sen-tam,phu-kien,thanh-truot,YES,"Bộ thanh trượt MOEN S902P-30"
2165,CT0131,COTTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm COTTO CT0131 Slide Bar"
2166,CT709(HM),COTTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm COTTO CT709(HM) Slide Bar"
2167,CT708,COTTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm COTTO CT708 Slide Bar"
2168,CT0136#BL,COTTO,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm COTTO CT0136"
2170,AT21202-MB,ATMOR,sen-tam,phu-kien,thanh-truot,YES,"Bộ thanh trượt ATMOR AT21202-MB (AT21202MB)"
2171,FFAS9099,American Standard,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm EasySET American Standard FFAS9099"
2172,27499000,GROHE,sen-tam,phu-kien,thanh-truot,YES,"Thanh trượt sen tắm Euphoria 600mm Grohe 27499000"
2173,26086001,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 4 chế độ Tempesta Rustic 100 GROHE 26086001"
2174,26593000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 150 GROHE 26593000"
2269,VG532.1,Viglacera,sen-tam,cu-sen,,YES,"Sen ghép nóng lạnh có vòi Viglacera VG532.1"
2270,VG598.1,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng nhiệt độ Viglacera VG598.1"
2271,VG598.2,Viglacera,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh Viglacera VG598.2"
2289,27055000,GROHE,tay-sen,tay-sen,,,"Gác tay sen tắm GROHE 27055000"
2290,AT07003,ATMOR,sen-tam,phu-kien,day-sen,YES,"Dây cấp 180cm ATMOR AT07003"
2291,AT22030,ATMOR,sen-cay,sen-dung,,YES,"Sen tắm cây đứng ATMOR AT22030"
2292,AT22301,ATMOR,sen-cay,sen-dung,,YES,"Sen tắm cây đứng ATMOR AT22301"
2293,AT30802,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng điều chỉnh nhiệt độ ATMOR AT30802"
2294,AT09002,ATMOR,sen-tam,phu-kien,day-sen,YES,"Cần sen tắm gắn tường ATMOR AT09002"
2295,AT12102-BATSEN,ATMOR,bat-sen,phu-kien,bat-sen,YES,"Đầu bát sen tắm ATMOR AT12102 thiết kế sang trọng, bền đẹp"
2296,AT001,ATMOR,sen-tam,cu-sen,,YES,"Củ sen tắm lạnh ATMOR AT001"
2297,AT10201,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh ATMOR AT10201 1m16"
2298,AT20211,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh ATMOR AT20211 1m27"
2299,AT21121,ATMOR,sen-tam,cu-sen,,YES,"Bộ sen tắm nóng lạnh Basic ATMOR AT21121"
2300,AT4364A,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh ATMOR AT4364A 1m185"
2301,AT30902,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh ATMOR AT30902"
2302,AT4382,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây nóng lạnh ATMOR AT4382"
2303,AT90801,ATMOR,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh ATMOR AT90801"
2304,AT90801+AT12102,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen ATMOR AT90801 kèm AT12102"
2305,AT90891,ATMOR,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh ATMOR AT90891"
2306,AT90891+AT12102,ATMOR,sen-tam,cu-sen,,YES,"Bộ vòi sen ATMOR AT90891 kèm AT12102"
2307,AT22030-BK,ATMOR,sen-cay,sen-dung,,YES,"Sen tắm cây đứng ATMOR AT22030-BK (AT22030BK)"
2308,AT22301+AT90881,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh ATMOR AT22301 kèm AT90881"
2309,AT4357A,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm đứng nóng lạnh ATMOR AT4357A"
2310,AT30603MB,ATMOR,sen-cay-nhiet-do,sen-dung,,YES,"Bộ vòi sen cây tắm đứng nóng lạnh ATMOR AT30603MB"
2326,CT2071W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2071W nóng lạnh 3 vòng tròn"
2327,CT2072W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2072W nóng lạnh 4 vòng tròn"
2328,CT2085W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2085W nhiệt độ nóng lạnh bát vuông Square"
2329,CT2134W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2134W nhiệt độ nóng lạnh bát vuông Square"
2330,CT2149WS,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2149WS nóng lạnh bát tròn"
2331,CT2240W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2240W nóng lạnh bát tròn"
2332,CT2241W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2241W nóng lạnh bát vuông"
2333,CT2307W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT2307W nhiệt độ bát vuông có điều khiển bật tắt bằng nút nhấn"
2334,CT3014ZH016,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT3014ZH016 nhiệt độ nóng lạnh bát tròn Oval"
2335,CT5101W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT5101W nóng lạnh bát tròn có vòi xả xô"
2336,CT6211,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT6211"
2337,CT6213Z94ZH017,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT6213Z94ZH017"
2338,CT623Z94Z84,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT623Z94Z84"
2339,CT623Z94Z10D#BL,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT623Z94Z10D#BL"
2340,CT623Z95Z44,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT623Z95Z44"
2341,CT623Z95ZH018,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT623Z95ZH018"
2342,CT5102W,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây COTTO CT5102W nóng lạnh bát tròn"
2343,CT6214#SA,COTTO,sen-tam,sen-dung,,YES,"Thân sen tắm đứng COTTO CT6214#SA"
2344,CT6216#BL,COTTO,sen-cay,sen-dung,,YES,"Thân sen cây tắm đứng màu đen mờ COTTO CT6216#BL"
2345,CT3003WOS,COTTO,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây nóng lạnh bát tròn COTTO CT3003WOS"
2346,66232V,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây nhiệt độ MOEN Cynthia 66232V"
2347,13881+2232A+64132+3851+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN 13881 kèm 2232A, 64132, 3851, 143572"
2348,2268+21132+147169+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN 2268 kèm 21132, 147169, 143572"
2349,3012+2296+11231+106444+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Vòi sen cây nóng lạnh MOEN 3012 kèm 2296, 11231, 106444, 143572"
2350,M22032+2255+57332,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm MOEN M22032 kèm 2255, 57332"
2351,91016ECP,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN Virgo 91016ECP"
2352,91015ECP,MOEN,sen-tam,cu-sen,,YES,"Sen tắm đứng nóng lạnh MOEN 91015ECP"
2353,M22032+2278+15142+162479+143574,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN M22032 kèm 2278, 15142, 162479, 143574"
2354,M22032+2276+2088+147169+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN M22032 kèm 2276, 2088, 147169, 143572"
2355,139011+57902+57132V+148691+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Vòi sen cây nóng lạnh MOEN 139011 kèm 57902, 57132V, 148691, 143572"
2356,2268+14132+147169+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh MOEN 2268 kèm 14132, 147169, 143572"
2357,3012+2296+21132+106444+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen tắm cây đứng nóng lạnh MOEN 3012 kèm 2296, 21132, 106444, 143572"
2358,M22063+57902A+57132V+148691+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nóng lạnh MOEN M22063 kèm 57902A, 57132V, 148691, 143572"
2359,13881+2232A+64132+148691+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nóng lạnh MOEN 13881 kèm 2232A, 64132, 148691, 143572"
2360,70333,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nhiệt độ Toronto MOEN 70333"
2361,M22063+57902A+HK88132+148691+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nóng lạnh MOEN M22063 kèm 57902A, HK88132, 148691, 143572"
2362,M22063+2232A+2804VS+148691+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nóng lạnh MOEN M22063 kèm 2232A, 2804VS, 148691, 143572"
2363,M22033+2298+58332HA,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng MOEN M22033 kèm 2298, 58332HA"
2364,3012+2298+11231+106444+143572,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Sen tắm cây đứng nóng lạnh MOEN 3012 kèm 2298, 11231, 106444, 143572"
2365,2232A+18131V-1,MOEN,sen-cay-nhiet-do,sen-dung,,YES,"Bộ sen cây tắm đứng nóng lạnh MOEN 2232A kèm 18131V-1"
2366,WF-4952,American Standard,sen-cay,sen-dung,,YES,"Bộ sen tắm cây đứng cảm biến nhiệt American Standard WF-4952 (WF4952)"
2367,WF-4956,American Standard,sen-cay,sen-dung,,YES,"Sen tắm cây đứng cảm biến nhiệt American Standard EasySET WF-4956 (WF4956)"
2368,WF-9089,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh American Standard WF-9089 (WF9089)"
2369,WF-4955,American Standard,sen-cay,sen-dung,,YES,"Sen tắm cây đứng cảm biến nhiệt American Standard EasySET WF-4955 (WF4955)"
2370,WF-9089E,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nóng lạnh American Standard WF-9089E (WF9089E)"
2371,WF-9088,American Standard,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây tắm nóng lạnh American Standard Neo Modern WF-9088 (WF9088)"
