id,sku,brand,old_type,new_type,sub_type,changed,name
4147,26548000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 130 GROHE 26548000"
4148,26575000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 130 GROHE 26575000"
4149,26576LS0,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 130 GROHE 26576LS0"
4150,26578000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 130 GROHE 26578000"
4151,26579LS0,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 130 GROHE 26579LS0"
4152,26591000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 150 GROHE 26591000"
4153,26594000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Rainshower SmartActive 150 GROHE 26594000"
4154,26602000,GROHE,tay-sen,tay-sen,,,"Thanh trượt tay sen Rainshower SmartActive GROHE 26602000"
4155,27232001,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Euphoria 110 Champagne GROHE 27232001"
4156,27243001,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Euphoria 110 GROHE 27243001"
4157,27266001,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm Euphoria 110 Mono GROHE 27266001"
4158,27368000,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm Euphoria Cosmopolitan Stick GROHE 27368000"
4159,27522000,GROHE,tay-sen,tay-sen,,,"Thanh trượt tay sen Tempesta Cosmopolitan GROHE 27522000"
4160,27523000,GROHE,tay-sen,tay-sen,,,"Thanh trượt tay sen Tempesta GROHE 27523000"
4161,27576003,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 3 chế độ Tempesta Cube 110 GROHE 27576003"
4162,27578002,GROHE,tay-sen,tay-sen,,,"Bộ thanh trượt tay sen tắm 2 chế độ Tempesta Cosmopolitan 100 GROHE 27578002"
4176,26281007,Hansgrohe,bat-sen,phu-kien,bat-sen,YES,"Bát sen trần Hansgrohe 26281007 HG Vernis Shape 230"
4177,26723000,Hansgrohe,bat-sen,phu-kien,bat-sen,YES,"Bát sen trần Hansgrohe 26723000 HG Crometta S 240"
4178,26726000,Hansgrohe,bat-sen,phu-kien,bat-sen,YES,"Bát sen trần Hansgrohe 26726000 HG Crometta E 240"
4179,27595000,Hansgrohe,sen-tam,phu-kien,gac-sen,YES,"Gác sen Hansgrohe 27595000 Tempesta"
4180,27594000,Hansgrohe,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm GROHE 27594000 Tempesta Cosmopolitan"
4181,26810400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26810400 HG Croma Select E 110 Multi (3 chế độ)"
4182,26691400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26691400 HG Crometta Vario Porter (2 chế độ)"
4183,26273007,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26273007 HG Vernis Blend (2 chế độ)"
4184,27775000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm và thanh trượt Hansgrohe 27775000 HG Croma 100 Multi Unica C (3 chế độ)"
4185,26582400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm và thanh trượt Hansgrohe 26582400 HG Croma Select E 110 Vario (3 chế độ)"
4186,26562400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm và thanh trượt Hansgrohe 26562400 HG Croma Select S 110 Vario (3 chế độ)"
4187,26804400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26804400 Croma S (1 chế độ)"
4188,26330400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26330400 Crometta Vario 100 (2 chế độ)"
4189,28536000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 28536000 Croma 100 (3 chế độ)"
4190,26530000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26530000 Raindance Select S (3 chế độ)"
4191,24111000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 24111000 Pulsify Select S (3 chế độ)"
4192,26812400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26812400 Croma Select E (3 chế độ)"
4193,24303000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 24303000 Pulsify Select S (3 chế độ)"
4194,26413400,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26413400 Croma Select E (3 chế độ)"
4195,26864000-Hansgrohe,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26864000 Rainfinity (3 chế độ) 26864000-Hansgrohe"
4196,24303670,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 24303670 Pulsify Select S (3 chế độ)"
4197,26014000,Hansgrohe,tay-sen,tay-sen,,,"Tay sen tắm Hansgrohe 26014000 Raindance Select S (3 chế độ)"
4198,72440007,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 72440007 HG Rebris S"
4199,71440007,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71440007 HG Vernis Blend"
4200,31940007,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 31940007 HG Focus"
4201,71740007,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh E Hansgrohe 71740007 HG Talis"
4202,71403000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71403000 Logis E"
4203,71440677,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71440677 Vernis Blend"
4204,71400000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71400000 Logis"
4205,74540000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 74540000 Metropol"
4206,71760000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71760000 Talis E"
4207,71740000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 71740000 Talis E"
4208,72400000,Hansgrohe,sen-tam,cu-sen,,YES,"Củ sen tắm nóng lạnh Hansgrohe 72400000 Talis S"
4209,27270000,Hansgrohe,sen-cay,sen-dung,,YES,"Thân sen cây Hansgrohe 27270000 HG Crometta S 240"
4210,27267000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 27267000 HG Crometta S 240"
4211,27687000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 27687000  HG Croma E 280 1jet(kèm vòi xả bồn)"
4212,26185000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26185000 HG Crometta E 240 1jet Eco (kèm vòi xả bồn)"
4213,26186000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26186000 HG Crometta S 240 1jet Eco (kèm vòi xả bồn)"
4214,26272007,Hansgrohe,sen-cay,sen-dung,,YES,"Thân sen cây Hansgrohe 26272007 HG Vernis Blend"
4215,26286007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26286007 HG Vernis Shape"
4216,26284007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26284007 HG Vernis Shape (kèm vòi xả bồn)"
4217,27298000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 27298000 Crometta E"
4218,26426007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26426007 HG Vernis Blend 240"
4219,26899007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26899007 HG Vernis Blend 240 (kèm vòi xả bồn)"
4220,26175007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26175007 Croma 280 (kèm vòi xả bồn)"
4221,24240670,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 24240670 Pulsify S"
4222,26970007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26970007 Crometta S E 240"
4223,26972007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26972007 Crometta E 240"
4224,26971007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26971007 Pulsify S 260"
4225,26900007,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26900007 Vernis Shape (kèm vòi xả bồn)"
4226,26900677,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26900677 Vernis Shape (kèm vòi xả bồn)"
4227,26899677,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26899677 Vernis Blend (kèm vòi xả bồn)"
4228,26790000,Hansgrohe,sen-cay-nhiet-do,sen-dung,,YES,"Sen cây nhiệt độ Hansgrohe 26790000 Croma Select S 280"
4610,AT01001,ATMOR,sen-tam,phu-kien,gac-sen,YES,"Pát sen tắm ATMOR AT01001"
4611,AT01005,ATMOR,sen-tam,phu-kien,gac-sen,YES,"Pát sen tắm ATMOR AT01005"
4612,AT01017,ATMOR,sen-tam,phu-kien,gac-sen,YES,"Pát sen tắm ATMOR AT01017"
4613,AT01006,ATMOR,sen-tam,phu-kien,gac-sen,YES,"Pát sen tắm ATMOR AT01006"
4614,114133,MOEN,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm MOEN 114133"
4615,27074000,GROHE,tay-sen,tay-sen,,,"Gác tay sen tắm Rainshower GROHE 27074GL0"
4616,26370000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Euphoria Cube GROHE 26370000"
4617,27969000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Grandera GROHE 27969000"
4618,27075000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen Rainshower GROHE 27075000"
4619,A-8383-1-VN,INAX,tay-sen,tay-sen,,,"Móc cố định tay sen INAX A-8383-1-VN"
4620,27930000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối cho vòi hoa sen GROHE 27930000"
4621,46876000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm GROHE 46876000"
4622,48099000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm GROHE 48099000"
4623,48177000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm GROHE 48177000"
4624,27693000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối sen tắm GROHE 27693000"
4625,110847,MOEN,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm MOEN 110847"
4652,13620180,Hansgrohe,sen-am-tuong,sen-am-tuong,1-duong,,"Phụ kiện âm tường Hansgrohe 13620180"
4653,97759000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Đai ốc Hansgrohe 97759000 dùng cho van điều chỉnh nước"
4654,27454000,Hansgrohe,sen-tam,phu-kien,gac-sen,YES,"Cút nối sen tắm Hansgrohe 27454000 Fitfix"
4655,01800180,Hansgrohe,sen-am-tuong,sen-am-tuong,1-duong,,"Phụ kiện sen tắm âm tường Hansgrohe 01800180"
4656,27412000,Hansgrohe,bat-sen,phu-kien,bat-sen,YES,"Thanh nối bát sen trần Hansgrohe 27412000 230mm"
4657,71410000,Hansgrohe,sen-am-tuong,sen-am-tuong,1-duong,,"Vòi xả bồn âm tường Hansgrohe 71410000 HG Logis"
4658,71745000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 71745000 HG Talis E kèm chuyển hướng"
4659,71455007,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 71455007 HG Vernis Shape"
4660,71405000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 71405000 HG Logis kèm chuyển hướng"
4661,31945000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 31945000 HG Focus Finish kèm chuyển hướng"
4662,71606000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 71606000 Logis"
4663,71765000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Van điều chỉnh nóng lạnh Hansgrohe 71765000 Talis E"
4664,71666000,Hansgrohe,sen-tam,phu-kien,linh-kien,YES,"Bộ van điều chỉnh Hansgrohe 71666000 nóng lạnh"
4684,TBW08009A,TOTO,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường TOTO TBW08009A dòng G dáng vuông"
4685,TBW07020A,TOTO,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường TOTO TBW07020A dòng G dáng tròn"
4686,TBW08010A,TOTO,sen-tam,phu-kien,gac-sen,YES,"Gác sen kèm cút nối tường TOTO TBW08010A dòng G dáng vuông"
4687,TBW07021A,TOTO,sen-tam,phu-kien,gac-sen,YES,"Gác sen kèm cút nối tường TOTO TBW07021A dòng G dáng tròn"
4688,TBW160N0A,TOTO,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường TOTO TBW160N0A dòng G dáng chữ nhật"
4749,27706000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Allure GROHE 27706000"
4750,22117KF0,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen Rainshower GROHE 22117KF0"
4751,27151000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gá để sen tay GROHE 27151000"
4752,28389000,GROHE,tay-sen,tay-sen,,,"Bộ chuyển đổi góc sen cầm tay Sena GROHE 28389000"
4753,28605000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen Relexa GROHE 28605000"
4754,28690000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen Sena GROHE 28690000"
4755,26894000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Rainshower Aqua GROHE 26894000"
4756,27056000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Rainshower GROHE 27056000"
4757,28605001,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Tempesta GROHE 28605001"
4758,26847000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Gác sen tắm Allure Brilliant GROHE 26847000"
4770,27970000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối sen Grandera GROHE 27970IG0"
4771,27076000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Rainshower GROHE 27076000"
4772,26658A00,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Rainshower GROHE 26658A00"
4773,27707000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường Allure GROHE 27707000"
4774,22118KF0,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường Rainshower GROHE 22118KF0"
4775,26333000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen GROHE 26333000"
4776,27621000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Grohtherm F GROHE 27621000"
4777,28626000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường Relexa GROHE 28626000"
4778,28628000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Relexa GROHE 28628000"
4779,28629000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Relexa GROHE 28629000"
4780,266352430,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Rainshower GROHE 266352430"
4781,26878000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Grohtherm F GROHE 26878000"
4782,27971EN0,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Grandera GROHE 27971EN0"
4783,28628001,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Grandera GROHE 28628001"
4784,28672000,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Relexa GROHE 28672000"
4785,28671001,GROHE,sen-tam,phu-kien,gac-sen,YES,"Đầu nối dây sen tắm Tempesta GROHE 28671001"
4786,26659A00,GROHE,sen-tam,phu-kien,gac-sen,YES,"Cút nối tường kèm gác sen Rainshower GROHE 26659A00"
