lane,product_id,sku,name,category_slug,subcategory_slug,brand_name,product_type,product_sub_type,publication_status,pdp_visibility,listing_visibility,search_visibility,seo_indexing,sitemap_include,stock_status,has_primary_taxon
gach-op-lat,39516,INAX-20B/CRB-6,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39517,INAX-20B/CRB-4,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39518,INAX-20B/CRB-3,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,7843,INAX-40B/SLT-2,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,9960,INAX-40B/SLT-1,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39514,INAX-40B/SLT-4,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39515,INAX-40B/SLT-3,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39526,INAX-20B/STB-2,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39525,INAX-20B/STB-3,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,39524,INAX-20B/STB-4,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
gach-op-lat,7841,INAX-20B/STB-1,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-lat,gach-op-tuong,INAX,,,public,public,default,visible,index,true,in_stock,true
