lane,product_id,sku,name,subcategory_slug,current_product_type,proposed_product_type,taxon_id,proposed_primary_taxon_slug,proposed_primary_taxon_path
gach-op-lat,39478,355TT/CMG-4B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39479,355TT/CMG-5B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39480,355TT/CMG-3B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39481,355TT/CMG-2M,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39482,355TT/CMG-2B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39483,355TT/CMG-1M,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39484,355TT/CMG-1B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39485,355SD/CMG-5B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39486,355SD/CMG-3B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39487,355SD/CMG-4B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39488,355SD/CMG-2M,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39489,355SD/CMG-2B,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39490,355SD/CMG-1M,"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39491,IM-50P1/DL-2,Gạch ốp tường DL-DELTA INAX IM-50P1/DL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39492,INAX-255/DPL-108V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39493,INAX-255/DPL-107V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39494,INAX-255/DPL-106V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39495,INAX-255/DPL-104V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39496,INAX-255/DPL-103V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39497,INAX-255/DPL-102V,Gạch ốp tường DPL POINT COLOR INAX-255/DPL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39498,INAX-355/GLM-3,Gạch ốp tường GLAZED MOSAIC INAX-355/GLM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39499,INAX-355/GLM-2,Gạch ốp tường GLAZED MOSAIC INAX-355/GLM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39500,INAX-325/FBM-3,Gạch ốp tường FISHBONE MOSAIC INAX-325/FBM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39501,INAX-325/FBM-2,Gạch ốp tường FISHBONE MOSAIC INAX-325/FBM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39502,HAL-20BR/HB-7,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39503,HAL-20BR/HB-6,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39504,HAL-20BR/HB-5,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39505,HAL-20BR/HB-4,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39506,HAL-20BR/HB-3,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39507,HAL-20BR/HB-2,Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39508,HAL-20BN/HB-7,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39509,HAL-20BN/HB-6,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39510,HAL-20BN/HB-5,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39511,HAL-20BN/HB-4,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39512,HAL-20BN/HB-3,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39513,HAL-20BN/HB-2,Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39514,INAX-40B/SLT-4,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39515,INAX-40B/SLT-3,Gạch ốp tường I-Concept SLIT INAX-40B/SLT,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39516,INAX-20B/CRB-6,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39517,INAX-20B/CRB-4,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39518,INAX-20B/CRB-3,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39519,INAX-20B/CRB-5,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39520,INAX-20B/CRB-2,Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39521,INAX-3040B/TRP-4,Gạch ốp tường I-Concept TRAPE INAX-3040B/TRP,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39522,INAX-3040B/TRP-3,Gạch ốp tường I-Concept TRAPE INAX-3040B/TRP,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39523,INAX-3040B/TRP-2,Gạch ốp tường I-Concept TRAPE INAX-3040B/TRP,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39524,INAX-20B/STB-4,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39525,INAX-20B/STB-3,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39526,INAX-20B/STB-2,Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39527,INAX-2I/IMM-6,Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39528,INAX-2I/IMM-5,Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39529,INAX-2I/IMM-4,Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39530,INAX-2I/IMM-3,Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39531,INAX-2I/IMM-2,Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39532,INAX-255/WM-4,Gạch ốp tường I-Concept WAVY MOSAIC INAX-255/WM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39533,INAX-255/WM-3,Gạch ốp tường I-Concept WAVY MOSAIC INAX-255/WM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39534,INAX-255/WM-2,Gạch ốp tường I-Concept WAVY MOSAIC INAX-255/WM,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39535,INAX-300/LTC-14,Gạch ốp tường LATTICE INAX-300/LTC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39536,INAX-300/LTC-13,Gạch ốp tường LATTICE INAX-300/LTC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39537,INAX-300/LTC-12,Gạch ốp tường LATTICE INAX-300/LTC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39538,INAX-40B/KH-5,Gạch ốp tường KAIHA INAX-40B/KH,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39539,HAL-R/MAL-3,Gạch ốp tường MELVIO ALDEA INAX HAL-R/MAL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39540,HAL-R/MAL-2,Gạch ốp tường MELVIO ALDEA INAX HAL-R/MAL,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39541,INAX-40B/RB-2,Gạch ốp tường R-BORDER INAX-40B/RB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39542,INAX-255/PPC-209,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39543,INAX-255/PPC-207,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39544,INAX-255/PPC-204,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39545,INAX-255/PPC-133,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39546,INAX-255/PPC-123,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39547,INAX-255/PPC-93,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39548,INAX-255/PPC-63,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39549,INAX-255/PPC-33,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39550,INAX-255/PPC-23,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39551,INAX-255/PPC-21,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39552,INAX-255/PPC-11,Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39553,INAX-30B/SB-3,Gạch ốp tường SB-STONE BORDER INAX-30B/SB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39554,INAX-30B/SB-2,Gạch ốp tường SB-STONE BORDER INAX-30B/SB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39555,INAX-30B/TKB-4,Gạch ốp tường TAKEBORDER INAX-30B/TKB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39556,INAX-30B/TKB-3,Gạch ốp tường TAKEBORDER INAX-30B/TKB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39557,INAX-30B/TKB-2,Gạch ốp tường TAKEBORDER INAX-30B/TKB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39558,INAX-255/SLC-9,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39559,INAX-255/SLC-8,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39560,INAX-255/SLC-6,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39561,INAX-255/SLC-5,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39562,INAX-255/SLC-4,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39563,INAX-255/SLC-3,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39564,INAX-255/SLC-2,Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39565,INAX-2312/VIZ-10-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39566,INAX-2312/VIZ-10-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39567,INAX-2312/VIZ-8-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39568,INAX-2312/VIZ-8-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39569,INAX-2312/VIZ-6-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39570,INAX-2312/VIZ-6-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39571,INAX-2312/VIZ-4-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39572,INAX-2312/VIZ-4-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39573,INAX-2312/VIZ-3-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39574,INAX-2312/VIZ-3-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39575,INAX-2312/VIZ-2-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39576,INAX-2312/VIZ-2-DK,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39577,INAX-2312/VIZ-1-DV,Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39578,INAX-255/TND-8,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39579,INAX-255/TND-7,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39580,INAX-255/TND-6,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39581,INAX-255/TND-5,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39582,INAX-255/TND-4,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39583,INAX-255/TND-3,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39584,INAX-255/TND-2,Gạch ốp tường TANADA INAX-255/TND,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39585,IM-50P1/WV-2,Gạch ốp tường WV-WAVES INAX-50P1/WV,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39586,DCF-20BNET/WAB-4,Gạch ốp tường WAVE BORDER INAX DCF-20BNET/WAB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39587,DCF-20BNET/WAB-3,Gạch ốp tường WAVE BORDER INAX DCF-20BNET/WAB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,39588,DCF-20BNET/WAB-2,Gạch ốp tường WAVE BORDER INAX DCF-20BNET/WAB,gach-op-tuong,,,32,gach-op-tuong,gach-op-lat/gach-op-tuong
gach-op-lat,5475,GACH-36GP0814,Gạch 36GP0814_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5476,GACH-36GP0812,Gạch 36GP0812_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5477,GACH-36GP0811,Gạch 36GP0811_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5478,GACH-36GP0808,Gạch 36GP0808_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5479,GACH-36GP0807,Gạch 36GP0807_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5480,GACH-36GP0806,Gạch 36GP0806_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5481,GACH-36GP0804,Gạch 36GP0804_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5482,GACH-36GP0803,Gạch 36GP0803_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5483,GACH-36GP0800,Gạch 36GP0800_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
gach-op-lat,5484,GACH-36GP0799,Gạch 36GP0799_N,gach-trang-tri,,,34,gach-trang-tri,gach-op-lat/gach-trang-tri
