migration_group,old_root,old_subcategory,slug,new_root,new_subcategory,old_url,new_url,product_id,sku,current_category_slug,current_subcategory_slug,target_taxonomy_path,publication_status,pdp_visibility,listing_visibility,seo_indexing,sitemap_include,search_state,notes,name,current_category_name,current_subcategory_name,current_product_type,current_product_sub_type,target_taxon_slug,target_taxon_name,is_active,stock_status,canonical_runtime_url,old_url_matches_legacy_shape,new_url_matches_taxonomy_shape,redirect_db_exact_old_url,redirect_db_exact_to_expected_new_url,redirect_collision,redirect_chain_risk,redirect_loop_risk,root_listing_impact,featured_block_impact,filter_derivation_impact,admin_query_impact,breadcrumb_label_risk,migrate_readiness,action_needed
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-355eac-earth-color-border-inax-355eac,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-355eac-earth-color-border-inax-355eac,/gach-op-lat/gach-op-tuong/gach-op-tuong-355eac-earth-color-border-inax-355eac,7855,INAX-355/EAC-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường 355/EAC-EARTH COLOR BORDER INAX-355/EAC,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-355eac-earth-color-border-inax-355eac,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-bb-bamboo-border-inax-20bbb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-bb-bamboo-border-inax-20bbb,/gach-op-lat/gach-op-tuong/gach-op-tuong-bb-bamboo-border-inax-20bbb,7849,INAX-20B/BB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường BB-BAMBOO BORDER INAX-20B/BB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-bb-bamboo-border-inax-20bbb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-bl-bullion-border-inax-im-1520p1bl,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-bl-bullion-border-inax-im-1520p1bl,/gach-op-lat/gach-op-tuong/gach-op-tuong-bl-bullion-border-inax-im-1520p1bl,7838,IM-1520P1/BL-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường BL-BULLION BORDER INAX IM-1520P1/BL,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-bl-bullion-border-inax-im-1520p1bl,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-celavio-e-inax-hal-155cef,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-celavio-e-inax-hal-155cef,/gach-op-lat/gach-op-tuong/gach-op-tuong-celavio-e-inax-hal-155cef,7833,HAL-155/CEF-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường CELAVIO E INAX HAL-155/CEF,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-celavio-e-inax-hal-155cef,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-celaviogran-a-inax-hal-35bgra,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-celaviogran-a-inax-hal-35bgra,/gach-op-lat/gach-op-tuong/gach-op-tuong-celaviogran-a-inax-hal-35bgra,7832,HAL-35B/GRA-M1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường CELAVIOGRAN A INAX HAL-35B/GRA,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-celaviogran-a-inax-hal-35bgra,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-checker-inax-40bck,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-checker-inax-40bck,/gach-op-lat/gach-op-tuong/gach-op-tuong-checker-inax-40bck,7845,INAX-40B/CK-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường CHECKER INAX-40B/CK,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-checker-inax-40bck,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-cool-mist-glass-inax-355tt-sdcmg,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-cool-mist-glass-inax-355tt-sdcmg,/gach-op-lat/gach-op-tuong/gach-op-tuong-cool-mist-glass-inax-355tt-sdcmg,7854,355SD/CMG-1B,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),"Gạch ốp tường COOL MIST GLASS INAX-355TT,SD/CMG",Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-cool-mist-glass-inax-355tt-sdcmg,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-dl-delta-inax-im-50p1dl,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-dl-delta-inax-im-50p1dl,/gach-op-lat/gach-op-tuong/gach-op-tuong-dl-delta-inax-im-50p1dl,7837,IM-50P1/DL-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường DL-DELTA INAX IM-50P1/DL,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-dl-delta-inax-im-50p1dl,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-dpl-point-color-inax-255dpl,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-dpl-point-color-inax-255dpl,/gach-op-lat/gach-op-tuong/gach-op-tuong-dpl-point-color-inax-255dpl,7861,INAX-255/DPL-101V,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường DPL POINT COLOR INAX-255/DPL,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-dpl-point-color-inax-255dpl,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-fishbone-mosaic-inax-325fbm,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-fishbone-mosaic-inax-325fbm,/gach-op-lat/gach-op-tuong/gach-op-tuong-fishbone-mosaic-inax-325fbm,7851,INAX-325/FBM-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường FISHBONE MOSAIC INAX-325/FBM,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-fishbone-mosaic-inax-325fbm,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-glazed-mosaic-inax-355glm,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-glazed-mosaic-inax-355glm,/gach-op-lat/gach-op-tuong/gach-op-tuong-glazed-mosaic-inax-355glm,7850,INAX-355/GLM-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường GLAZED MOSAIC INAX-355/GLM,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-glazed-mosaic-inax-355glm,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-hosowari-border-inax-hal-20bnhb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-hosowari-border-inax-hal-20bnhb,/gach-op-lat/gach-op-tuong/gach-op-tuong-hosowari-border-inax-hal-20bnhb,7834,HAL-20BN/HB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường HOSOWARI BORDER INAX HAL-20BN/HB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-hosowari-border-inax-hal-20bnhb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-hosowari-border-random-inax-hal-20brhb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-hosowari-border-random-inax-hal-20brhb,/gach-op-lat/gach-op-tuong/gach-op-tuong-hosowari-border-random-inax-hal-20brhb,7835,HAL-20BR/HB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường HOSOWARI BORDER RANDOM INAX HAL-20BR/HB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-hosowari-border-random-inax-hal-20brhb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-ceraborder-inax-20bcrb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-ceraborder-inax-20bcrb,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-ceraborder-inax-20bcrb,7862,INAX-20B/CRB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept CERABORDER INAX-20B/CRB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-ceraborder-inax-20bcrb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-slit-inax-40bslt,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-slit-inax-40bslt,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-slit-inax-40bslt,7843,INAX-40B/SLT-2,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept SLIT INAX-40B/SLT,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-slit-inax-40bslt,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-slit-inax-40bslt-2,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-slit-inax-40bslt-2,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-slit-inax-40bslt-2,9960,INAX-40B/SLT-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept SLIT INAX-40B/SLT,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-slit-inax-40bslt-2,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-stripe-border-inax-20bstb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-stripe-border-inax-20bstb,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-stripe-border-inax-20bstb,7841,INAX-20B/STB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept STRIPE BORDER INAX-20B/STB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-stripe-border-inax-20bstb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-trape-inax-3040btrp,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-trape-inax-3040btrp,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-trape-inax-3040btrp,7842,INAX-3040B/TRP-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept TRAPE INAX-3040B/TRP,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-trape-inax-3040btrp,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-i-concept-wavy-mosaic-inax-255wm,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-i-concept-wavy-mosaic-inax-255wm,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-wavy-mosaic-inax-255wm,7840,INAX-255/WM-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường I-Concept WAVY MOSAIC INAX-255/WM,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-i-concept-wavy-mosaic-inax-255wm,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-imperial-mosaic-inax-2i-imm,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-imperial-mosaic-inax-2i-imm,/gach-op-lat/gach-op-tuong/gach-op-tuong-imperial-mosaic-inax-2i-imm,7867,INAX-2I/IMM-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường Imperial Mosaic INAX-2I/IMM (INAX2IIMM),Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-imperial-mosaic-inax-2i-imm,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-kaiha-inax-40bkh,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-kaiha-inax-40bkh,/gach-op-lat/gach-op-tuong/gach-op-tuong-kaiha-inax-40bkh,7844,INAX-40B/KH-4,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường KAIHA INAX-40B/KH,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-kaiha-inax-40bkh,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-kaiha-inax-40bkh-2,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-kaiha-inax-40bkh-2,/gach-op-lat/gach-op-tuong/gach-op-tuong-kaiha-inax-40bkh-2,9961,INAX-40B/KH-2,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường KAIHA INAX-40B/KH,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-kaiha-inax-40bkh-2,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-lattice-inax-300ltc,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-lattice-inax-300ltc,/gach-op-lat/gach-op-tuong/gach-op-tuong-lattice-inax-300ltc,7852,INAX-300/LTC-11,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường LATTICE INAX-300/LTC,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-lattice-inax-300ltc,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-melvio-aldea-inax-hal-rmal,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-melvio-aldea-inax-hal-rmal,/gach-op-lat/gach-op-tuong/gach-op-tuong-melvio-aldea-inax-hal-rmal,7831,HAL-R/MAL-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường MELVIO ALDEA INAX HAL-R/MAL,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-melvio-aldea-inax-hal-rmal,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-pastel-plain-color-inax-255ppc,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-pastel-plain-color-inax-255ppc,/gach-op-lat/gach-op-tuong/gach-op-tuong-pastel-plain-color-inax-255ppc,7860,INAX-255/PPC-103,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường PASTEL PLAIN COLOR INAX-255/PPC,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-pastel-plain-color-inax-255ppc,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-r-border-inax-40brb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-r-border-inax-40brb,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb,7846,INAX-40B/RB-3,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường R-BORDER INAX-40B/RB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-r-border-inax-40brb-2,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-r-border-inax-40brb-2,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb-2,9963,INAX-40B/RB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường R-BORDER INAX-40B/RB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-r-border-inax-40brb-2,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-sb-stone-border-inax-30bsb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-sb-stone-border-inax-30bsb,/gach-op-lat/gach-op-tuong/gach-op-tuong-sb-stone-border-inax-30bsb,7848,INAX-30B/SB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường SB-STONE BORDER INAX-30B/SB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-sb-stone-border-inax-30bsb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-slc-shijyu-luster-color-inax-255slc,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,/gach-op-lat/gach-op-tuong/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,7857,INAX-255/SLC-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường SLC-SHIJYU LUSTER COLOR INAX-255/SLC,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-slc-shijyu-luster-color-inax-255slc,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-takeborder-inax-30btkb,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-takeborder-inax-30btkb,/gach-op-lat/gach-op-tuong/gach-op-tuong-takeborder-inax-30btkb,7847,INAX-30B/TKB-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường TAKEBORDER INAX-30B/TKB,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-takeborder-inax-30btkb,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-tanada-inax-255tnd,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-tanada-inax-255tnd,/gach-op-lat/gach-op-tuong/gach-op-tuong-tanada-inax-255tnd,7839,INAX-255/TND-1,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường TANADA INAX-255/TND,Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-tanada-inax-255tnd,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
thiet-bi-ve-sinh -> gach-op-lat,thiet-bi-ve-sinh,all,gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,gach-op-lat,gach-op-tuong,/thiet-bi-ve-sinh/all/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,/gach-op-lat/gach-op-tuong/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,7853,INAX-2312/VIZ-1-DK,thiet-bi-ve-sinh,,gach-op-lat/gach-op-tuong,public,public,default,index,true,visible,category=thiet-bi-ve-sinh; subcategory=(null),Gạch ốp tường VIZ ZEN sử dụng vữa INAX hoặc keo dán INAX-2312VIZ (INAX2312VIZ),Thiết bị vệ sinh,,,,gach-op-tuong,Gạch ốp tường,true,in_stock,/gach-op-lat/gach-op-tuong/gach-op-tuong-viz-zen-su-dung-vua-inax-hoac-keo-dan-inax-2312viz,true,true,no,missing,none,no,no,high,high,high,high,medium,patch_before_migrate,legacy_fields_not_aligned_with_target
