id,sku,brand,variant_group,old_name,new_name,old_slug,new_slug,changed
2665,"TBW02003A/TBV02403B/TBN01001B","TOTO","TBW02003A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW01004A TBV01407B TBN01001B TBW02003A/TBV02403B/TBN01001B","Set sen tắm TOTO TBW02003A kèm van TBV02403B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw01004a-tbv01407b-tbn01001b-tbw02003atbv02403btbn01001b","set-sen-tam-toto-tbw02003a-kem-van-tbv02403b-van-tbn01001b",YES
2146,"TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBG02001B/","TOTO","TBG02001B","Set sen tắm âm tường 3 đường nước nhiệt độ TOTO TBW02003A TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBG02001B/TBV02102B/TBN01101B/TBV02401B/TBN01001B","Set sen tắm TOTO TBG02001B kèm bát sen TBW02003A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-toto-tbw02003a-tbw02003atbw02006atbw07019atbw02013btbg02001btbv02102btbn01101btbv02401btbn01001b","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw02003a-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw02013b",YES
2681,"TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBV02404B/","TOTO","TBW02003A","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW02003A TBW02006A TBW02003A/TBW02006A/TBW07019A/TBW02013B/TBV02404B/TBN01001B","Set sen tắm TOTO TBW02003A kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBV02404B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw02003a-tbw02006a-tbw02003atbw02006atbw07019atbw02013btbv02404btbn01001b","set-sen-tam-toto-tbw02003a-kem-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbv02404b",YES
2667,"TBW02004A/TBV02403B/TBN01001B","TOTO","TBW02004A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW02004A TBV02403B TBN01001B TBW02004A/TBV02403B/TBN01001B","Set sen tắm TOTO TBW02004A kèm van TBV02403B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw02004a-tbv02403b-tbn01001b-tbw02004atbv02403btbn01001b","set-sen-tam-toto-tbw02004a-kem-van-tbv02403b-van-tbn01001b",YES
2158,"TBW02004A/TBW02006A/TBG02001B/TBV02402B/TBN01001B(","TOTO","TBG02001B","Set sen tắm âm tường 3 đường nước nhiệt độ GLOBAL FITTINGS TOTO TBW02004A TBW02004A/TBW02006A/TBG02001B/TBV02402B/TBN01001B(x2)/TBV02105B/TBW02013B/TBW07019A","Set sen tắm TOTO TBG02001B kèm bát sen TBW02004A, bát sen TBW02006A, van TBV02402B, van TBN01001B(","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-global-fittings-toto-tbw02004a-tbw02004atbw02006atbg02001btbv02402btbn01001bx2tbv02105btbw02013btbw07019a","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw02004a-bat-sen-tbw02006a-van-tbv02402b-van-tbn01001b",YES
2688,"TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG02304BA","TOTO","TBG02304BA","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW02004A TBW02006A TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG02304BA/TBN01001B","Set sen tắm TOTO TBG02304BA kèm bát sen TBW02004A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw02004a-tbw02006a-tbw02004atbw02006atbw07019atbw08009atbg02304batbn01001b","set-sen-tam-toto-tbg02304ba-kem-bat-sen-tbw02004a-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw08009a",YES
2149,"TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG10001B/","TOTO","TBG10001B","Set sen tắm âm tường 3 đường nước nhiệt độ TOTO TBW02004A TBW02004A/TBW02006A/TBW07019A/TBW08009A/TBG10001B/TBV02102B/TBN01101B/TBV02401B/TBN01001B","Set sen tắm TOTO TBG10001B kèm bát sen TBW02004A, bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-toto-tbw02004a-tbw02004atbw02006atbw07019atbw08009atbg10001btbv02102btbn01101btbv02401btbn01001b","set-sen-tam-toto-tbg10001b-kem-bat-sen-tbw02004a-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw08009a",YES
2669,"TBW02005A/TBW02013B/TBG02303BA/TBN01001B","TOTO","TBG02303BA","Set sen tắm âm tường 1 đường nước nóng lạnh TOTO TBW02005A TBW02013B TBG02303BA TBN01001B TBW02005A/TBW02013B/TBG02303BA/TBN01001B","Set sen tắm TOTO TBG02303BA kèm bát sen TBW02005A, bát sen TBW02013B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbw02005a-tbw02013b-tbg02303ba-tbn01001b-tbw02005atbw02013btbg02303batbn01001b","set-sen-tam-toto-tbg02303ba-kem-bat-sen-tbw02005a-bat-sen-tbw02013b-van-tbn01001b",YES
2123,"TBW02005A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B","TOTO","TBG02303BA","Set sen tắm âm tường 1 đường nước nóng lạnh TOTO TBW02005A TBW07019A TBW02013B TBG02303BA TBN01001B TBW02005A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B","Set sen tắm TOTO TBG02303BA kèm bát sen TBW02005A, bát sen TBW07019A, bát sen TBW02013B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbw02005a-tbw07019a-tbw02013b-tbg02303ba-tbn01001b-tbw02005atbw07019atbw02013btbg02303batbn01001b","set-sen-tam-toto-tbg02303ba-kem-bat-sen-tbw02005a-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbn01001b",YES
2118,"TBW02005A/TBW07019A/TBW02013B/TBV02403B/TBN01001B","TOTO","TBW02005A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW02005A TBW07019A TBW02013B TBV02403B TBN01001B TBW02005A/TBW07019A/TBW02013B/TBV02403B/TBN01001B","Set sen tắm TOTO TBW02005A kèm bát sen TBW07019A, bát sen TBW02013B, van TBV02403B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw02005a-tbw07019a-tbw02013b-tbv02403b-tbn01001b-tbw02005atbw07019atbw02013btbv02403btbn01001b","set-sen-tam-toto-tbw02005a-kem-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbv02403b-van-tbn01001b",YES
2675,"TBW02006A/TBG02001B/TBW02013B/TBG02304BA/TBN01001B","TOTO","TBG02001B","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW02006A TBW02006A/TBG02001B/TBW02013B/TBG02304BA/TBN01001B","Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW02013B, vòi sen TBG02304BA, van TBN01001B","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw02006a-tbw02006atbg02001btbw02013btbg02304batbn01001b","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw02006a-bat-sen-tbw02013b-voi-sen-tbg02304ba-van-tbn01001b",YES
2685,"TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBG02304BA","TOTO","TBG02001B","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW02006A TBG02001B TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBG02304BA/TBN01001B","Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, vòi sen TBG02304BA","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw02006a-tbg02001b-tbw02006atbg02001btbw07019atbw02013btbg02304batbn01001b","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw02013b-voi-sen-tbg02304ba",YES
2680,"TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBV02404B/","TOTO","TBG02001B","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW02006A TBG02001B TBW02006A/TBG02001B/TBW07019A/TBW02013B/TBV02404B/TBN01001B","Set sen tắm TOTO TBG02001B kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBV02404B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw02006a-tbg02001b-tbw02006atbg02001btbw07019atbw02013btbv02404btbn01001b","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbv02404b",YES
2125,"TBW02006A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B","TOTO","TBG02303BA","Set sen tắm âm tường 1 đường nước nóng lạnh TOTO TBW02006A TBW07019A TBW02013B TBG02303BA TBN01001B TBW02006A/TBW07019A/TBW02013B/TBG02303BA/TBN01001B","Set sen tắm TOTO TBG02303BA kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW02013B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbw02006a-tbw07019a-tbw02013b-tbg02303ba-tbn01001b-tbw02006atbw07019atbw02013btbg02303batbn01001b","set-sen-tam-toto-tbg02303ba-kem-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbn01001b",YES
2116,"TBW02006A/TBW07019A/TBW02013B/TBV02403B/TBN01001B","TOTO","TBW02006A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW02006A TBW07019A TBW02013B TBV02403B TBN01001B TBW02006A/TBW07019A/TBW02013B/TBV02403B/TBN01001B","Set sen tắm TOTO TBW02006A kèm bát sen TBW07019A, bát sen TBW02013B, van TBV02403B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw02006a-tbw07019a-tbw02013b-tbv02403b-tbn01001b-tbw02006atbw07019atbw02013btbv02403btbn01001b","set-sen-tam-toto-tbw02006a-kem-bat-sen-tbw07019a-bat-sen-tbw02013b-van-tbv02403b-van-tbn01001b",YES
2666,"TBW07001A/TBV01407B/TBN01001B","TOTO","TBW07001A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW07001A TBV01407B TBN01001B TBW07001A/TBV01407B/TBN01001B","Set sen tắm TOTO TBW07001A kèm van TBV01407B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw07001a-tbv01407b-tbn01001b-tbw07001atbv01407btbn01001b","set-sen-tam-toto-tbw07001a-kem-van-tbv01407b-van-tbn01001b",YES
2689,"TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBG03304BA","TOTO","TBG03304BA","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW07001A TBW01010A TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBG03304BA/TBN01001B","Set sen tắm TOTO TBG03304BA kèm bát sen TBW07001A, bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw07001a-tbw01010a-tbw07001atbw01010atbw01016btbw07020atbg03304batbn01001b","set-sen-tam-toto-tbg03304ba-kem-bat-sen-tbw07001a-bat-sen-tbw01010a-bat-sen-tbw01016b-bat-sen-tbw07020a",YES
2683,"TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBV01408B/","TOTO","TBW07001A","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW07001A TBW01010A TBW07001A/TBW01010A/TBW01016B/TBW07020A/TBV01408B/TBN01001B","Set sen tắm TOTO TBW07001A kèm bát sen TBW01010A, bát sen TBW01016B, bát sen TBW07020A, van TBV01408B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw07001a-tbw01010a-tbw07001atbw01010atbw01016btbw07020atbv01408btbn01001b","set-sen-tam-toto-tbw07001a-kem-bat-sen-tbw01010a-bat-sen-tbw01016b-bat-sen-tbw07020a-van-tbv01408b",YES
2148,"TBW07001A/TBW01010A/TBW07019A/TBW07020A/TBG02001B/","TOTO","TBG02001B","Set sen tắm âm tường 3 đường nước nhiệt độ TOTO TBW07001A TBW07001A/TBW01010A/TBW07019A/TBW07020A/TBG02001B/TBV02105B/TBN01001B/TBV02402B/TBN01001B","Set sen tắm TOTO TBG02001B kèm bát sen TBW07001A, bát sen TBW01010A, bát sen TBW07019A, bát sen TBW07020A","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-toto-tbw07001a-tbw07001atbw01010atbw07019atbw07020atbg02001btbv02105btbn01001btbv02402btbn01001b","set-sen-tam-toto-tbg02001b-kem-bat-sen-tbw07001a-bat-sen-tbw01010a-bat-sen-tbw07019a-bat-sen-tbw07020a",YES
2687,"TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBG03304BA","TOTO","TBG03304BA","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW07001A TBW07009A TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBG03304BA/TBN01001B","Set sen tắm TOTO TBG03304BA kèm bát sen TBW07001A, bát sen TBW07009A, bát sen TBW01016B, bát sen TBW02013B","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw07001a-tbw07009a-tbw07001atbw07009atbw01016btbw02013btbg03304batbn01001b","set-sen-tam-toto-tbg03304ba-kem-bat-sen-tbw07001a-bat-sen-tbw07009a-bat-sen-tbw01016b-bat-sen-tbw02013b",YES
2679,"TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBV01408B/","TOTO","TBW07001A","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW07001A TBW07009A TBW07001A/TBW07009A/TBW01016B/TBW02013B/TBV01408B/TBN01001B","Set sen tắm TOTO TBW07001A kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW02013B, van TBV01408B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw07001a-tbw07009a-tbw07001atbw07009atbw01016btbw02013btbv01408btbn01001b","set-sen-tam-toto-tbw07001a-kem-bat-sen-tbw07009a-bat-sen-tbw01016b-bat-sen-tbw02013b-van-tbv01408b",YES
2694,"TBW07003A/TBW01010A/TBG01001B/TBG01304BA/TBN01001B","TOTO","TBG01001B","Set sen tắm âm tường 3 đường nước nóng lạnh TOTO TBW07003A TBW07003A/TBW01010A/TBG01001B/TBG01304BA/TBN01001B/TBV02103B/TBN01102B/TBW02013B/TBW07019A","Set sen tắm TOTO TBG01001B kèm bát sen TBW07003A, bát sen TBW01010A, vòi sen TBG01304BA, van TBN01001B","set-sen-tam-am-tuong-3-duong-nuoc-nong-lanh-toto-tbw07003a-tbw07003atbw01010atbg01001btbg01304batbn01001btbv02103btbn01102btbw02013btbw07019a","set-sen-tam-toto-tbg01001b-kem-bat-sen-tbw07003a-bat-sen-tbw01010a-voi-sen-tbg01304ba-van-tbn01001b",YES
2693,"TBW07003A/TBW07009A/TBW07017A(x4)/TBV01102B/TBN011","TOTO","TBW07003A","Set sen tắm âm tường 3 đường nước nhiệt độ TOTO TBW07003A TBW07003A/TBW07009A/TBW07017A(x4)/TBV01102B/TBN01101B/TBV01406B/TBN01001B/TBW02013B/TBW07019A","Set sen tắm TOTO TBW07003A kèm bát sen TBW07009A, bát sen TBW07017A(x4), van TBV01102B, van TBN011","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-toto-tbw07003a-tbw07003atbw07009atbw07017ax4tbv01102btbn01101btbv01406btbn01001btbw02013btbw07019a","set-sen-tam-toto-tbw07003a-kem-bat-sen-tbw07009a-bat-sen-tbw07017ax4-van-tbv01102b-van-tbn011",YES
2692,"TBW07004A/TBN01002B/TBW01010A/TBG09001B/TBW01016B/","TOTO","TBG09001B","Set sen tắm âm tường 3 đường nước nóng lạnh TOTO TBW07004A TBW07004A/TBN01002B/TBW01010A/TBG09001B/TBW01016B/TBW07020A/TBG01304BA/TBN01001B/TBV01102B/TBN01101B","Set sen tắm TOTO TBG09001B kèm bát sen TBW07004A, van TBN01002B, bát sen TBW01010A, bát sen TBW01016B","set-sen-tam-am-tuong-3-duong-nuoc-nong-lanh-toto-tbw07004a-tbw07004atbn01002btbw01010atbg09001btbw01016btbw07020atbg01304batbn01001btbv01102btbn01101b","set-sen-tam-toto-tbg09001b-kem-bat-sen-tbw07004a-van-tbn01002b-bat-sen-tbw01010a-bat-sen-tbw01016b",YES
2671,"TBW07009A/TBG01001B/TBW01014B/TBS04304B","TOTO","TBG01001B","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW07009A TBW07009A/TBG01001B/TBW01014B/TBS04304B","Set sen tắm TOTO TBG01001B kèm bát sen TBW07009A, bát sen TBW01014B, vòi sen TBS04304B","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw07009a-tbw07009atbg01001btbw01014btbs04304b","set-sen-tam-toto-tbg01001b-kem-bat-sen-tbw07009a-bat-sen-tbw01014b-voi-sen-tbs04304b",YES
2684,"TBW07009A/TBG01001B/TBW01016B/TBW01014B/TBV01408B/","TOTO","TBG01001B","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW07009A TBG01001B TBW07009A/TBG01001B/TBW01016B/TBW01014B/TBV01408B/TBN01001B","Set sen tắm TOTO TBG01001B kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW01014B, van TBV01408B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw07009a-tbg01001b-tbw07009atbg01001btbw01016btbw01014btbv01408btbn01001b","set-sen-tam-toto-tbg01001b-kem-bat-sen-tbw07009a-bat-sen-tbw01016b-bat-sen-tbw01014b-van-tbv01408b",YES
2126,"TBW07009A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B","TOTO","TBG01303BA","Set sen tắm âm tường 1 đường nước nóng lạnh TOTO TBW07009A TBW01016B TBW01014B TBG01303BA TBN01001B TBW07009A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B","Set sen tắm TOTO TBG01303BA kèm bát sen TBW07009A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbw07009a-tbw01016b-tbw01014b-tbg01303ba-tbn01001b-tbw07009atbw01016btbw01014btbg01303batbn01001b","set-sen-tam-toto-tbg01303ba-kem-bat-sen-tbw07009a-bat-sen-tbw01016b-bat-sen-tbw01014b-van-tbn01001b",YES
2121,"TBW07009A/TBW01016B/TBW01014B/TBV01407B/TBN01001B","TOTO","TBW07009A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW07009A TBW01016B TBW01014B TBV01407B TBN01001B TBW07009A/TBW01016B/TBW01014B/TBV01407B/TBN01001B","Set sen tắm TOTO TBW07009A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw07009a-tbw01016b-tbw01014b-tbv01407b-tbn01001b-tbw07009atbw01016btbw01014btbv01407btbn01001b","set-sen-tam-toto-tbw07009a-kem-bat-sen-tbw01016b-bat-sen-tbw01014b-van-tbv01407b-van-tbn01001b",YES
2676,"TBW07012A/TBG01001B/TBW01016B/TBW02013B/TBV01408B/","TOTO","TBG01001B","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW07012A TBG01001B TBW07012A/TBG01001B/TBW01016B/TBW02013B/TBV01408B/TBN01001B","Set sen tắm TOTO TBG01001B kèm bát sen TBW07012A, bát sen TBW01016B, bát sen TBW02013B, van TBV01408B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw07012a-tbg01001b-tbw07012atbg01001btbw01016btbw02013btbv01408btbn01001b","set-sen-tam-toto-tbg01001b-kem-bat-sen-tbw07012a-bat-sen-tbw01016b-bat-sen-tbw02013b-van-tbv01408b",YES
2672,"TBW07012A/TBG01001B/TBW02013B/TBS04304B","TOTO","TBG01001B","Set sen tắm âm tường 2 đường nước nóng lạnh TOTO TBW07012A TBW07012A/TBG01001B/TBW02013B/TBS04304B","Set sen tắm TOTO TBG01001B kèm bát sen TBW07012A, bát sen TBW02013B, vòi sen TBS04304B","set-sen-tam-am-tuong-2-duong-nuoc-nong-lanh-toto-tbw07012a-tbw07012atbg01001btbw02013btbs04304b","set-sen-tam-toto-tbg01001b-kem-bat-sen-tbw07012a-bat-sen-tbw02013b-voi-sen-tbs04304b",YES
2127,"TBW07012A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B","TOTO","TBG01303BA","Set sen tắm âm tường 1 đường nước nóng lạnh TOTO TBW07012A TBW01016B TBW01014B TBG01303BA TBN01001B TBW07012A/TBW01016B/TBW01014B/TBG01303BA/TBN01001B","Set sen tắm TOTO TBG01303BA kèm bát sen TBW07012A, bát sen TBW01016B, bát sen TBW01014B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nong-lanh-toto-tbw07012a-tbw01016b-tbw01014b-tbg01303ba-tbn01001b-tbw07012atbw01016btbw01014btbg01303batbn01001b","set-sen-tam-toto-tbg01303ba-kem-bat-sen-tbw07012a-bat-sen-tbw01016b-bat-sen-tbw01014b-van-tbn01001b",YES
2117,"TBW07012A/TBW01016B/TBW01014B/TBV01407B/TBN01001B","TOTO","TBW07012A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW07012A TBW01016B TBW01014B TBV01407B TBN01001B TBW07012A/TBW01016B/TBW01014B/TBV01407B/TBN01001B","Set sen tắm TOTO TBW07012A kèm bát sen TBW01016B, bát sen TBW01014B, van TBV01407B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw07012a-tbw01016b-tbw01014b-tbv01407b-tbn01001b-tbw07012atbw01016btbw01014btbv01407btbn01001b","set-sen-tam-toto-tbw07012a-kem-bat-sen-tbw01016b-bat-sen-tbw01014b-van-tbv01407b-van-tbn01001b",YES
2115,"TBW08001A/TBV02403B/TBN01001B","TOTO","TBW08001A","Set sen tắm âm tường 1 đường nước nhiệt độ TOTO TBW08001A TBV02403B TBN01001B TBW08001A/TBV02403B/TBN01001B","Set sen tắm TOTO TBW08001A kèm van TBV02403B, van TBN01001B","set-sen-tam-am-tuong-1-duong-nuoc-nhiet-do-toto-tbw08001a-tbv02403b-tbn01001b-tbw08001atbv02403btbn01001b","set-sen-tam-toto-tbw08001a-kem-van-tbv02403b-van-tbn01001b",YES
2677,"TBW08001A/TBW02006A/TBW07019A/TBW08009A/TBV02406B/","TOTO","TBW08001A","Set sen tắm âm tường 2 đường nước nhiệt độ TOTO TBW08001A TBW02006A TBW08001A/TBW02006A/TBW07019A/TBW08009A/TBV02406B/TBN01001B","Set sen tắm TOTO TBW08001A kèm bát sen TBW02006A, bát sen TBW07019A, bát sen TBW08009A, van TBV02406B","set-sen-tam-am-tuong-2-duong-nuoc-nhiet-do-toto-tbw08001a-tbw02006a-tbw08001atbw02006atbw07019atbw08009atbv02406btbn01001b","set-sen-tam-toto-tbw08001a-kem-bat-sen-tbw02006a-bat-sen-tbw07019a-bat-sen-tbw08009a-van-tbv02406b",YES
2691,"TBW08003A1/TBW02006A/TBG10001B/TBG10304VA/TBN01001","TOTO","TBG10001B","Set sen tắm âm tường 3 đường nước nóng lạnh TOTO TBW08003A1 TBW08003A1/TBW02006A/TBG10001B/TBG10304VA/TBN01001B/TBV02103B/TBN01102B/TBW08010A","Set sen tắm TOTO TBG10001B kèm bát sen TBW08003A1, bát sen TBW02006A, vòi sen TBG10304VA, van TBN01001","set-sen-tam-am-tuong-3-duong-nuoc-nong-lanh-toto-tbw08003a1-tbw08003a1tbw02006atbg10001btbg10304vatbn01001btbv02103btbn01102btbw08010a","set-sen-tam-toto-tbg10001b-kem-bat-sen-tbw08003a1-bat-sen-tbw02006a-voi-sen-tbg10304va-van-tbn01001",YES
2157,"TBW08003A1/TBW08008A(x4)/TBW02006A/TBW08009A/TBW07","TOTO","TBW08003A1","Set sen tắm âm tường 3 đường nước nhiệt độ TOTO TBW08003A1 TBW08003A1/TBW08008A(x4)/TBW02006A/TBW08009A/TBW07018A/TBV02105B/TBN01001B(x2)/TBV02402B","Set sen tắm TOTO TBW08003A1 kèm bát sen TBW08008A(x4), bát sen TBW02006A, bát sen TBW08009A, bát sen TBW07","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-toto-tbw08003a1-tbw08003a1tbw08008ax4tbw02006atbw08009atbw07018atbv02105btbn01001bx2tbv02402b","set-sen-tam-toto-tbw08003a1-kem-bat-sen-tbw08008ax4-bat-sen-tbw02006a-bat-sen-tbw08009a-bat-sen-tbw07",YES
2159,"TBW08004A/TBN01002B/TBW02006A/TBG07001B/TBW07018A/","TOTO","TBG07001B","Set sen tắm âm tường 3 đường nước nhiệt độ Z Series TOTO TBW08004A TBW08004A/TBN01002B/TBW02006A/TBG07001B/TBW07018A/TBW08009A/TBV02406B/TBN01001B(x2)/TBV02105B","Set sen tắm TOTO TBG07001B kèm bát sen TBW08004A, van TBN01002B, bát sen TBW02006A, bát sen TBW07018A","set-sen-tam-am-tuong-3-duong-nuoc-nhiet-do-z-series-toto-tbw08004a-tbw08004atbn01002btbw02006atbg07001btbw07018atbw08009atbv02406btbn01001bx2tbv02105b","set-sen-tam-toto-tbg07001b-kem-bat-sen-tbw08004a-van-tbn01002b-bat-sen-tbw02006a-bat-sen-tbw07018a",YES
570,"TVSM104NSR/DM907CS","TOTO","DM907CS","Sen cây tắm đứng nóng lạnh TOTO DM907CS TVSM104NSR TVSM104NSR/DM907CS","Sen cây tắm đứng nóng lạnh TOTO DM907CS kèm vòi sen TVSM104NSR","sen-cay-tam-dung-nong-lanh-toto-dm907cs-tvsm104nsr-tvsm104nsrdm907cs","sen-cay-tam-dung-nong-lanh-toto-dm907cs-kem-voi-sen-tvsm104nsr",YES
2734,"12810MCW/12812ECU-S/16110EAA","Caesar","12810MCW","Tay gạt Caesar 12810MCW/12812ECU-S/16110EAA 12810MCW/12812ECU-S/16110EAA","Tay gạt Caesar 12810MCW kèm dây sen 12812ECU-S, dây sen 16110EAA","tay-gat-caesar-12810mcw12812ecu-s16110eaa-12810mcw12812ecu-s16110eaa","tay-gat-caesar-12810mcw-kem-day-sen-12812ecu-s-day-sen-16110eaa",YES
2735,"12813ECW/116110EAA/12314ECC-S","Caesar","12813ECW","Tay gạt Caesar 12813ECW/116110EAA/12314ECC-S 12813ECW/116110EAA/12314ECC-S","Tay gạt Caesar 12813ECW kèm dây sen 116110EAA, dây sen 12314ECC-S","tay-gat-caesar-12813ecw116110eaa12314ecc-s-12813ecw116110eaa12314ecc-s","tay-gat-caesar-12813ecw-kem-day-sen-116110eaa-day-sen-12314ecc-s",YES
2739,"S498-1/S498-2","Caesar","S498-1","Tay gạt Caesar S498-1/S498-2 S498-1/S498-2","Tay gạt Caesar S498-1 kèm dây sen S498-2","tay-gat-caesar-s498-1s498-2-s498-1s498-2","tay-gat-caesar-s498-1-kem-day-sen-s498-2",YES
2601,"SH110/50211MCW","Caesar","SH110","Tay sen Caesar SH110/50211MCW SH110/50211MCW","Tay sen Caesar SH110 kèm dây sen 50211MCW","tay-sen-caesar-sh11050211mcw-sh11050211mcw","tay-sen-caesar-sh110-kem-day-sen-50211mcw",YES
