sku,brand,subcategory,old_name,new_name,old_slug,new_slug,slug_changed
"68132","MOEN","sen-tam","Bộ sen tắm nóng lạnh MOEN Diamond 68132 68132","Bộ sen tắm nóng lạnh MOEN Diamond 68132","bo-sen-tam-nong-lanh-moen-diamond-68132-68132","bo-sen-tam-nong-lanh-moen-diamond-68132",YES
"68234","MOEN","sen-tam","Sen cây tắm đứng nhiệt độ MOEN 68234 68234","Sen cây tắm đứng nhiệt độ MOEN 68234","sen-cay-tam-dung-nhiet-do-moen-68234-68234","sen-cay-tam-dung-nhiet-do-moen-68234",YES
"70333","MOEN","sen-tam","Sen tắm cây đứng nhiệt độ Toronto MOEN 70333 70333","Sen tắm cây đứng nhiệt độ Toronto MOEN 70333","sen-tam-cay-dung-nhiet-do-toronto-moen-70333-70333","sen-tam-cay-dung-nhiet-do-toronto-moen-70333",YES
"91015ECP","MOEN","sen-tam","Sen tắm đứng nóng lạnh MOEN 91015ECP 91015ECP","Sen tắm đứng nóng lạnh MOEN 91015ECP","sen-tam-dung-nong-lanh-moen-91015ecp-91015ecp","sen-tam-dung-nong-lanh-moen-91015ecp",YES
"91016ECP","MOEN","sen-tam","Bộ sen tắm cây đứng nóng lạnh MOEN Virgo 91016ECP 91016ECP","Bộ sen tắm cây đứng nóng lạnh MOEN Virgo 91016ECP","bo-sen-tam-cay-dung-nong-lanh-moen-virgo-91016ecp-91016ecp","bo-sen-tam-cay-dung-nong-lanh-moen-virgo-91016ecp",YES
"A501","MOEN","sen-tam","Đầu Jet Massage âm tường MOEN A501 A501","Đầu Jet Massage âm tường MOEN A501","dau-jet-massage-am-tuong-moen-a501-a501","dau-jet-massage-am-tuong-moen-a501",YES
"A802-30","MOEN","sen-tam","Bộ thanh trượt & tay sen tắm MOEN A802-30 A802-30","Bộ thanh trượt & tay sen tắm MOEN A802-30","bo-thanh-truot-tay-sen-tam-moen-a802-30-a802-30","bo-thanh-truot-tay-sen-tam-moen-a802-30",YES
"A805-30","MOEN","sen-tam","Bộ thanh trượt & tay sen tắm MOEN A805-30 A805-30","Bộ thanh trượt & tay sen tắm MOEN A805-30","bo-thanh-truot-tay-sen-tam-moen-a805-30-a805-30","bo-thanh-truot-tay-sen-tam-moen-a805-30",YES
"A806-30","MOEN","sen-tam","Bộ thanh trượt & tay sen tắm MOEN A806-30 A806-30","Bộ thanh trượt & tay sen tắm MOEN A806-30","bo-thanh-truot-tay-sen-tam-moen-a806-30-a806-30","bo-thanh-truot-tay-sen-tam-moen-a806-30",YES
"A806-30-1","MOEN","sen-tam","Thanh trượt sen tắm MOEN A806-30-1 A806-30-1","Thanh trượt sen tắm MOEN A806-30-1","thanh-truot-sen-tam-moen-a806-30-1-a806-30-1","thanh-truot-sen-tam-moen-a806-30-1",YES
"DN8001CH","MOEN","sen-tam","Đầu sen có tay cầm MOEN DN8001CH DN8001CH","Đầu sen có tay cầm MOEN DN8001CH","dau-sen-co-tay-cam-moen-dn8001ch-dn8001ch","dau-sen-co-tay-cam-moen-dn8001ch",YES
"GN101331","MOEN","sen-tam","Bộ van xả MOEN GN101331 GN101331","Bộ van xả MOEN GN101331","bo-van-xa-moen-gn101331-gn101331","bo-van-xa-moen-gn101331",YES
"HK10013","MOEN","sen-tam","Bộ dây tay sen tắm dài 1.8m MOEN HK10013 HK10013","Bộ dây tay sen tắm dài 1.8m MOEN HK10013","bo-day-tay-sen-tam-dai-18m-moen-hk10013-hk10013","bo-day-tay-sen-tam-dai-18m-moen-hk10013",YES
"HK30012-1M5","MOEN","sen-tam","Bộ dây tay sen tắm 1.5m MOEN HK30012-1M5 HK30012-1M5","Bộ dây tay sen tắm 1.5m MOEN HK30012-1M5","bo-day-tay-sen-tam-15m-moen-hk30012-1m5-hk30012-1m5","bo-day-tay-sen-tam-15m-moen-hk30012-1m5",YES
"JP58232","MOEN","sen-tam","Bộ sen tắm nhiệt độ MOEN Thermostatic JP58232 JP58232","Bộ sen tắm nhiệt độ MOEN Thermostatic JP58232","bo-sen-tam-nhiet-do-moen-thermostatic-jp58232-jp58232","bo-sen-tam-nhiet-do-moen-thermostatic-jp58232",YES
"L2383","MOEN","sen-tam","Bộ vòi sen tắm âm tường MOEN L2383 nóng lạnh L2383","Bộ vòi sen tắm âm tường MOEN L2383 nóng lạnh","bo-voi-sen-tam-am-tuong-moen-l2383-nong-lanh-l2383","bo-voi-sen-tam-am-tuong-moen-l2383-nong-lanh",YES
"M22014","MOEN","sen-tam","Đầu sen tròn MOEN M22014 M22014","Đầu sen tròn MOEN M22014","dau-sen-tron-moen-m22014-m22014","dau-sen-tron-moen-m22014",YES
"M22032","MOEN","sen-tam","Đầu sen tròn MOEN M22032 M22032","Đầu sen tròn MOEN M22032","dau-sen-tron-moen-m22032-m22032","dau-sen-tron-moen-m22032",YES
"M22061","MOEN","sen-tam","Đầu sen tròn MOEN M22061 M22061","Đầu sen tròn MOEN M22061","dau-sen-tron-moen-m22061-m22061","dau-sen-tron-moen-m22061",YES
"M22062","MOEN","sen-tam","Đầu sen tròn MOEN M22062 M22062","Đầu sen tròn MOEN M22062","dau-sen-tron-moen-m22062-m22062","dau-sen-tron-moen-m22062",YES
"M22063","MOEN","sen-tam","Đầu sen vuông MOEN M22063 M22063","Đầu sen vuông MOEN M22063","dau-sen-vuong-moen-m22063-m22063","dau-sen-vuong-moen-m22063",YES
"M22064","MOEN","sen-tam","Đầu sen vuông MOEN M22064 M22064","Đầu sen vuông MOEN M22064","dau-sen-vuong-moen-m22064-m22064","dau-sen-vuong-moen-m22064",YES
"M22065","MOEN","sen-tam","Đầu sen vuông MOEN M22065 M22065","Đầu sen vuông MOEN M22065","dau-sen-vuong-moen-m22065-m22065","dau-sen-vuong-moen-m22065",YES
"M22080","MOEN","sen-tam","Đầu sen tròn MOEN M22080 M22080","Đầu sen tròn MOEN M22080","dau-sen-tron-moen-m22080-m22080","dau-sen-tron-moen-m22080",YES
"MCL2595","MOEN","sen-tam","Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2595 MCL2595","Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2595","bo-sen-tam-nong-lanh-moen-monticenlo-series-mcl2595-mcl2595","bo-sen-tam-nong-lanh-moen-monticenlo-series-mcl2595",YES
"MCL2598","MOEN","sen-tam","Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2598 MCL2598","Bộ sen tắm nóng lạnh MOEN Monticenlo Series MCL2598","bo-sen-tam-nong-lanh-moen-monticenlo-series-mcl2598-mcl2598","bo-sen-tam-nong-lanh-moen-monticenlo-series-mcl2598",YES
"P5120C-30","MOEN","sen-tam","Bộ thanh trượt & tay sen tắm MOEN P5120C-30 P5120C-30","Bộ thanh trượt & tay sen tắm MOEN P5120C-30","bo-thanh-truot-tay-sen-tam-moen-p5120c-30-p5120c-30","bo-thanh-truot-tay-sen-tam-moen-p5120c-30",YES
"S1311","MOEN","sen-tam","Bộ đầu sen tròn MOEN S1311 S1311","Bộ đầu sen tròn MOEN S1311","bo-dau-sen-tron-moen-s1311-s1311","bo-dau-sen-tron-moen-s1311",YES
"S3879EP","MOEN","sen-tam","Bộ thanh trượt & tay sen tắm MOEN S3879EP S3879EP","Bộ thanh trượt & tay sen tắm MOEN S3879EP","bo-thanh-truot-tay-sen-tam-moen-s3879ep-s3879ep","bo-thanh-truot-tay-sen-tam-moen-s3879ep",YES
"S6320","MOEN","sen-tam","Đầu sen tròn MOEN S6320 S6320","Đầu sen tròn MOEN S6320","dau-sen-tron-moen-s6320-s6320","dau-sen-tron-moen-s6320",YES
"S902P-30","MOEN","sen-tam","Bộ thanh trượt MOEN S902P-30 S902P-30","Bộ thanh trượt MOEN S902P-30","bo-thanh-truot-moen-s902p-30-s902p-30","bo-thanh-truot-moen-s902p-30",YES
"T2085(T2084)","MOEN","sen-tam","Bộ vòi sen âm tường MOEN T2085(T2084) T2085(T2084)","Bộ vòi sen âm tường MOEN T2085(T2084)","bo-voi-sen-am-tuong-moen-t2085t2084-t2085t2084","bo-voi-sen-am-tuong-moen-t2085t2084",YES
"T2192BN","MOEN","sen-tam","Bộ vòi sen tắm âm tường nóng lạnh mạ Nikel mờ MOEN Align T2192BN T2192BN","Bộ vòi sen tắm âm tường nóng lạnh mạ Nikel mờ MOEN Align T2192BN","bo-voi-sen-tam-am-tuong-nong-lanh-ma-nikel-mo-moen-align-t2192bn-t2192bn","bo-voi-sen-tam-am-tuong-nong-lanh-ma-nikel-mo-moen-align-t2192bn",YES
"T2193BN","MOEN","sen-tam","Bộ vòi sen tắm âm tường nóng lạnh mạ Nikel mờ MOEN Align T2193BN T2193BN","Bộ vòi sen tắm âm tường nóng lạnh mạ Nikel mờ MOEN Align T2193BN","bo-voi-sen-tam-am-tuong-nong-lanh-ma-nikel-mo-moen-align-t2193bn-t2193bn","bo-voi-sen-tam-am-tuong-nong-lanh-ma-nikel-mo-moen-align-t2193bn",YES
"T2529","MOEN","sen-tam","Bộ vòi sen tắm âm tường MOEN T2529 nóng lạnh T2529","Bộ vòi sen tắm âm tường MOEN T2529 nóng lạnh","bo-voi-sen-tam-am-tuong-moen-t2529-nong-lanh-t2529","bo-voi-sen-tam-am-tuong-moen-t2529-nong-lanh",YES
"T3113ORB","MOEN","sen-tam","Bộ vòi sen tắm âm tường nóng lạnh màu đồng đen MOEN Kingsley T3113ORB T3113ORB","Bộ vòi sen tắm âm tường nóng lạnh màu đồng đen MOEN Kingsley T3113ORB","bo-voi-sen-tam-am-tuong-nong-lanh-mau-dong-den-moen-kingsley-t3113orb-t3113orb","bo-voi-sen-tam-am-tuong-nong-lanh-mau-dong-den-moen-kingsley-t3113orb",YES
"T66145","MOEN","sen-tam","Bộ cần sen tắm âm tường Thermostatic MOEN T66145 T66145","Bộ cần sen tắm âm tường Thermostatic MOEN T66145","bo-can-sen-tam-am-tuong-thermostatic-moen-t66145-t66145","bo-can-sen-tam-am-tuong-thermostatic-moen-t66145",YES
"TS275","MOEN","sen-tam","Sen tắm âm tường MOEN TS275 nóng lạnh Kingsley TS275","Sen tắm âm tường MOEN TS275 nóng lạnh Kingsley","sen-tam-am-tuong-moen-ts275-nong-lanh-kingsley-ts275","sen-tam-am-tuong-moen-ts275-nong-lanh-kingsley",YES
"TS3713","MOEN","sen-tam","Bộ vòi sen tắm âm tường nóng lạnh MOEN 90 Degree TS3713 TS3713","Bộ vòi sen tắm âm tường nóng lạnh MOEN 90 Degree TS3713","bo-voi-sen-tam-am-tuong-nong-lanh-moen-90-degree-ts3713-ts3713","bo-voi-sen-tam-am-tuong-nong-lanh-moen-90-degree-ts3713",YES
"TS8814BN","MOEN","sen-tam","Sen tắm âm tường MOEN TS8814BN nóng lạnh Bamboo TS8814BN","Sen tắm âm tường MOEN TS8814BN nóng lạnh Bamboo","sen-tam-am-tuong-moen-ts8814bn-nong-lanh-bamboo-ts8814bn","sen-tam-am-tuong-moen-ts8814bn-nong-lanh-bamboo",YES
"DGH104ZR","TOTO","sen-tam","Tay sen tắm TOTO DGH104ZR (1 chế độ) DGH104ZR","Tay sen tắm TOTO DGH104ZR (1 chế độ)","tay-sen-tam-toto-dgh104zr-1-che-do-dgh104zr","tay-sen-tam-toto-dgh104zr-1-che-do",YES
"DGH108ZR","TOTO","sen-tam","Tay sen tắm TOTO DGH108ZR (5 chế độ) DGH108ZR","Tay sen tắm TOTO DGH108ZR (5 chế độ)","tay-sen-tam-toto-dgh108zr-5-che-do-dgh108zr","tay-sen-tam-toto-dgh108zr-5-che-do",YES
"DM907C1S","TOTO","sen-tam","Sen tắm cây đứng TOTO DM907C1S (dáng vuông) DM907C1S","Sen tắm cây đứng TOTO DM907C1S (dáng vuông)","sen-tam-cay-dung-toto-dm907c1s-dang-vuong-dm907c1s","sen-tam-cay-dung-toto-dm907c1s-dang-vuong",YES
"DM907CS","TOTO","sen-tam","Sen tắm cây đứng TOTO DM907CS (dáng tròn) DM907CS","Sen tắm cây đứng TOTO DM907CS (dáng tròn)","sen-tam-cay-dung-toto-dm907cs-dang-tron-dm907cs","sen-tam-cay-dung-toto-dm907cs-dang-tron",YES
"TBG10304VA","TOTO","sen-tam","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG10304VA TBG10304VA","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG10304VA","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbg10304va-tbg10304va","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbg10304va",YES
"TBG11304VA","TOTO","sen-tam","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG11304VA TBG11304VA","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBG11304VA","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbg11304va-tbg11304va","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbg11304va",YES
"TBN01001B","TOTO","sen-tam","Phụ kiện âm tường TOTO TBN01001B TBN01001B","Phụ kiện âm tường TOTO TBN01001B","phu-kien-am-tuong-toto-tbn01001b-tbn01001b","phu-kien-am-tuong-toto-tbn01001b",YES
"TBN01102B","TOTO","sen-tam","Phụ kiện âm tường TOTO TBN01102B TBN01102B","Phụ kiện âm tường TOTO TBN01102B","phu-kien-am-tuong-toto-tbn01102b-tbn01102b","phu-kien-am-tuong-toto-tbn01102b",YES
"TBS02001B","TOTO","sen-tam","Vòi xả bồn âm tường LN TOTO TBS02001B TBS02001B","Vòi xả bồn âm tường LN TOTO TBS02001B","voi-xa-bon-am-tuong-ln-toto-tbs02001b-tbs02001b","voi-xa-bon-am-tuong-ln-toto-tbs02001b",YES
"TBS03001B","TOTO","sen-tam","Vòi xả bồn âm tường LC TOTO TBS03001B TBS03001B","Vòi xả bồn âm tường LC TOTO TBS03001B","voi-xa-bon-am-tuong-lc-toto-tbs03001b-tbs03001b","voi-xa-bon-am-tuong-lc-toto-tbs03001b",YES
"TBS04304B","TOTO","sen-tam","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBS04304B TBS04304B","Van gật gù điều chỉnh nóng lạnh kèm nút chuyển hướng TOTO TBS04304B","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbs04304b-tbs04304b","van-gat-gu-dieu-chinh-nong-lanh-kem-nut-chuyen-huong-toto-tbs04304b",YES
"TBV03427V","TOTO","sen-tam","Sen tắm nhiệt độ GG Series TOTO TBV03427V TBV03427V","Sen tắm nhiệt độ GG Series TOTO TBV03427V","sen-tam-nhiet-do-gg-series-toto-tbv03427v-tbv03427v","sen-tam-nhiet-do-gg-series-toto-tbv03427v",YES
"TBV03429V","TOTO","sen-tam","Sen tắm nhiệt độ TOTO TBV03429V TBV03429V","Sen tắm nhiệt độ TOTO TBV03429V","sen-tam-nhiet-do-toto-tbv03429v-tbv03429v","sen-tam-nhiet-do-toto-tbv03429v",YES
"TBW01001BA","TOTO","sen-tam","Thân sen cây TOTO TBW01001BA (mã cũ TBW01001B1) TBW01001BA","Thân sen cây TOTO TBW01001BA (mã cũ TBW01001B1)","than-sen-cay-toto-tbw01001ba-ma-cu-tbw01001b1-tbw01001ba","than-sen-cay-toto-tbw01001ba-ma-cu-tbw01001b1",YES
"TBW01002BA","TOTO","sen-tam","Thân sen cây TOTO TBW01002BA (mã cũ TBW01002B1) TBW01002BA","Thân sen cây TOTO TBW01002BA (mã cũ TBW01002B1)","than-sen-cay-toto-tbw01002ba-ma-cu-tbw01002b1-tbw01002ba","than-sen-cay-toto-tbw01002ba-ma-cu-tbw01002b1",YES
"TBW01003A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW01003A (tròn, 220mm) TBW01003A","Bát sen tắm gắn tường TOTO TBW01003A (tròn, 220mm)","bat-sen-tam-gan-tuong-toto-tbw01003a-tron-220mm-tbw01003a","bat-sen-tam-gan-tuong-toto-tbw01003a-tron-220mm",YES
"TBW01004A","TOTO","sen-tam","Bát sen tắm tắm gắn tường TOTO TBW01004A (2 chế độ, tròn) TBW01004A","Bát sen tắm tắm gắn tường TOTO TBW01004A (2 chế độ, tròn)","bat-sen-tam-tam-gan-tuong-toto-tbw01004a-2-che-do-tron-tbw01004a","bat-sen-tam-tam-gan-tuong-toto-tbw01004a-2-che-do-tron",YES
"TBW01008A","TOTO","sen-tam","Tay sen tắm TOTO TBW01008A TBW01008A","Tay sen tắm TOTO TBW01008A","tay-sen-tam-toto-tbw01008a-tbw01008a","tay-sen-tam-toto-tbw01008a",YES
"TBW01008V","TOTO","sen-tam","Tay sen tắm TOTO TBW01008V TBW01008V","Tay sen tắm TOTO TBW01008V","tay-sen-tam-toto-tbw01008v-tbw01008v","tay-sen-tam-toto-tbw01008v",YES
"TBW01010A","TOTO","sen-tam","Tay sen tắm 3 chế độ TOTO TBW01010A TBW01010A","Tay sen tắm 3 chế độ TOTO TBW01010A","tay-sen-tam-3-che-do-toto-tbw01010a-tbw01010a","tay-sen-tam-3-che-do-toto-tbw01010a",YES
"TBW01010V","TOTO","sen-tam","Tay sen tắm TOTO TBW01010V (3 chế độ) TBW01010V","Tay sen tắm TOTO TBW01010V (3 chế độ)","tay-sen-tam-toto-tbw01010v-3-che-do-tbw01010v","tay-sen-tam-toto-tbw01010v-3-che-do",YES
"TBW01012B","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW01012B (tròn, 102mm) TBW01012B","Bát sen tắm gắn tường TOTO TBW01012B (tròn, 102mm)","bat-sen-tam-gan-tuong-toto-tbw01012b-tron-102mm-tbw01012b","bat-sen-tam-gan-tuong-toto-tbw01012b-tron-102mm",YES
"TBW01014B","TOTO","sen-tam","Cút nối tường TOTO TBW01014B dáng tròn TBW01014B","Cút nối tường TOTO TBW01014B dáng tròn","cut-noi-tuong-toto-tbw01014b-dang-tron-tbw01014b","cut-noi-tuong-toto-tbw01014b-dang-tron",YES
"TBW01015B","TOTO","sen-tam","Thanh trượt sen tắm TOTO TBW01015B (959 mm) TBW01015B","Thanh trượt sen tắm TOTO TBW01015B (959 mm)","thanh-truot-sen-tam-toto-tbw01015b-959-mm-tbw01015b","thanh-truot-sen-tam-toto-tbw01015b-959-mm",YES
"TBW01016B","TOTO","sen-tam","Thanh trượt sen tắm TOTO TBW01016B (659 mm) TBW01016B","Thanh trượt sen tắm TOTO TBW01016B (659 mm)","thanh-truot-sen-tam-toto-tbw01016b-659-mm-tbw01016b","thanh-truot-sen-tam-toto-tbw01016b-659-mm",YES
"TBW01035V","TOTO","sen-tam","Tay sen tắm TOTO TBW01035V (3 chế độ) phun sương MistSpa TBW01035V","Tay sen tắm TOTO TBW01035V (3 chế độ) phun sương MistSpa","tay-sen-tam-toto-tbw01035v-3-che-do-phun-suong-mistspa-tbw01035v","tay-sen-tam-toto-tbw01035v-3-che-do-phun-suong-mistspa",YES
"TBW01301AB","TOTO","sen-tam","Sen cây nóng lạnh TOTO TBW01301AB dòng G kèm vòi xả bồn TBW01301AB","Sen cây nóng lạnh TOTO TBW01301AB dòng G kèm vòi xả bồn","sen-cay-nong-lanh-toto-tbw01301ab-dong-g-kem-voi-xa-bon-tbw01301ab","sen-cay-nong-lanh-toto-tbw01301ab-dong-g-kem-voi-xa-bon",YES
"TBW01401AA","TOTO","sen-tam","Sen cây nhiệt độ TOTO TBW01401AA dòng G kèm vòi xả bồn TBW01401AA","Sen cây nhiệt độ TOTO TBW01401AA dòng G kèm vòi xả bồn","sen-cay-nhiet-do-toto-tbw01401aa-dong-g-kem-voi-xa-bon-tbw01401aa","sen-cay-nhiet-do-toto-tbw01401aa-dong-g-kem-voi-xa-bon",YES
"TBW01402AA","TOTO","sen-tam","Sen cây nhiệt độ TOTO TBW01402AA dòng G (không xả bồn) TBW01402AA","Sen cây nhiệt độ TOTO TBW01402AA dòng G (không xả bồn)","sen-cay-nhiet-do-toto-tbw01402aa-dong-g-khong-xa-bon-tbw01402aa","sen-cay-nhiet-do-toto-tbw01402aa-dong-g-khong-xa-bon",YES
"TBW01404AA","TOTO","sen-tam","Sen cây nhiệt độ TOTO TBW01404AA dòng G 2 chế độ TBW01404AA","Sen cây nhiệt độ TOTO TBW01404AA dòng G 2 chế độ","sen-cay-nhiet-do-toto-tbw01404aa-dong-g-2-che-do-tbw01404aa","sen-cay-nhiet-do-toto-tbw01404aa-dong-g-2-che-do",YES
"TBW02001BA","TOTO","sen-tam","Thân sen cây TOTO TBW02001BA TBW02001BA","Thân sen cây TOTO TBW02001BA","than-sen-cay-toto-tbw02001ba-tbw02001ba","than-sen-cay-toto-tbw02001ba",YES
"TBW02002BA","TOTO","sen-tam","Thân sen cây TOTO TBW02002BA dáng vuông 2 chế độ (mã cũ TBW02002B1) TBW02002BA","Thân sen cây TOTO TBW02002BA dáng vuông 2 chế độ (mã cũ TBW02002B1)","than-sen-cay-toto-tbw02002ba-dang-vuong-2-che-do-ma-cu-tbw02002b1-tbw02002ba","than-sen-cay-toto-tbw02002ba-dang-vuong-2-che-do-ma-cu-tbw02002b1",YES
"TBW02003A#PFG","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW02003A (vuông, 210mm) TBW02003A#PFG","Bát sen tắm gắn tường TOTO TBW02003A (vuông, 210mm)","bat-sen-tam-gan-tuong-toto-tbw02003a-vuong-210mm-tbw02003apfg","bat-sen-tam-gan-tuong-toto-tbw02003a-vuong-210mm",YES
"TBW02003B1A","TOTO","sen-tam","Bát sen tắm gắn trần TOTO TBW02003B1A (vuông, 210mm) TBW02003B1A","Bát sen tắm gắn trần TOTO TBW02003B1A (vuông, 210mm)","bat-sen-tam-gan-tran-toto-tbw02003b1a-vuong-210mm-tbw02003b1a","bat-sen-tam-gan-tran-toto-tbw02003b1a-vuong-210mm",YES
"TBW02004A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW02004A (2 chế độ, vuông, 210mm) TBW02004A","Bát sen tắm gắn tường TOTO TBW02004A (2 chế độ, vuông, 210mm)","bat-sen-tam-gan-tuong-toto-tbw02004a-2-che-do-vuong-210mm-tbw02004a","bat-sen-tam-gan-tuong-toto-tbw02004a-2-che-do-vuong-210mm",YES
"TBW02005A","TOTO","sen-tam","Tay sen tắm TOTO TBW02005A TBW02005A","Tay sen tắm TOTO TBW02005A","tay-sen-tam-toto-tbw02005a-tbw02005a","tay-sen-tam-toto-tbw02005a",YES
"TBW02005V","TOTO","sen-tam","Tay sen tắm TOTO TBW02005V TBW02005V","Tay sen tắm TOTO TBW02005V","tay-sen-tam-toto-tbw02005v-tbw02005v","tay-sen-tam-toto-tbw02005v",YES
"TBW02006A","TOTO","sen-tam","Tay sen tắm 3 chế độ TOTO TBW02006A TBW02006A","Tay sen tắm 3 chế độ TOTO TBW02006A","tay-sen-tam-3-che-do-toto-tbw02006a-tbw02006a","tay-sen-tam-3-che-do-toto-tbw02006a",YES
"TBW02013B","TOTO","sen-tam","Cút nối tường TOTO TBW02013B dáng vuông TBW02013B","Cút nối tường TOTO TBW02013B dáng vuông","cut-noi-tuong-toto-tbw02013b-dang-vuong-tbw02013b","cut-noi-tuong-toto-tbw02013b-dang-vuong",YES
"TBW02017A","TOTO","sen-tam","Tay sen tắm TOTO TBW02017A TBW02017A","Tay sen tắm TOTO TBW02017A","tay-sen-tam-toto-tbw02017a-tbw02017a","tay-sen-tam-toto-tbw02017a",YES
"TBW03001B","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW03001B (5 chế độ, tròn, 102mm, cổ điển) TBW03001B","Bát sen tắm gắn tường TOTO TBW03001B (5 chế độ, tròn, 102mm, cổ điển)","bat-sen-tam-gan-tuong-toto-tbw03001b-5-che-do-tron-102mm-co-dien-tbw03001b","bat-sen-tam-gan-tuong-toto-tbw03001b-5-che-do-tron-102mm-co-dien",YES
"TBW03002B","TOTO","sen-tam","Tay sen tắm TOTO TBW03002B (5 chế độ) TBW03002B","Tay sen tắm TOTO TBW03002B (5 chế độ)","tay-sen-tam-toto-tbw03002b-5-che-do-tbw03002b","tay-sen-tam-toto-tbw03002b-5-che-do",YES
"TBW07001A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW07001A (tròn, 200 mm) TBW07001A","Bát sen tắm gắn tường TOTO TBW07001A (tròn, 200 mm)","bat-sen-tam-gan-tuong-toto-tbw07001a-tron-200-mm-tbw07001a","bat-sen-tam-gan-tuong-toto-tbw07001a-tron-200-mm",YES
"TBW07002A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW07002A (tròn, 250 mm) TBW07002A","Bát sen tắm gắn tường TOTO TBW07002A (tròn, 250 mm)","bat-sen-tam-gan-tuong-toto-tbw07002a-tron-250-mm-tbw07002a","bat-sen-tam-gan-tuong-toto-tbw07002a-tron-250-mm",YES
"TBW07003A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW07003A (tròn, 300 mm) TBW07003A","Bát sen tắm gắn tường TOTO TBW07003A (tròn, 300 mm)","bat-sen-tam-gan-tuong-toto-tbw07003a-tron-300-mm-tbw07003a","bat-sen-tam-gan-tuong-toto-tbw07003a-tron-300-mm",YES
"TBW07004A","TOTO","sen-tam","Bát sen tắm gắn tường TOTO TBW07004A (2 chế độ, 300mm) TBW07004A","Bát sen tắm gắn tường TOTO TBW07004A (2 chế độ, 300mm)","bat-sen-tam-gan-tuong-toto-tbw07004a-2-che-do-300mm-tbw07004a","bat-sen-tam-gan-tuong-toto-tbw07004a-2-che-do-300mm",YES
"TBW07008A","TOTO","sen-tam","Tay sen tắm TOTO TBW07008A (1 chế độ) TBW07008A","Tay sen tắm TOTO TBW07008A (1 chế độ)","tay-sen-tam-toto-tbw07008a-1-che-do-tbw07008a","tay-sen-tam-toto-tbw07008a-1-che-do",YES
"TBW07009A","TOTO","sen-tam","Tay sen tắm TOTO TBW07009A (3 chế độ) TBW07009A","Tay sen tắm TOTO TBW07009A (3 chế độ)","tay-sen-tam-toto-tbw07009a-3-che-do-tbw07009a","tay-sen-tam-toto-tbw07009a-3-che-do",YES
"TBW07011A","TOTO","sen-tam","Tay sen tắm TOTO TBW07011A  (1 chế độ) TBW07011A","Tay sen tắm TOTO TBW07011A  (1 chế độ)","tay-sen-tam-toto-tbw07011a-1-che-do-tbw07011a","tay-sen-tam-toto-tbw07011a-1-che-do",YES
"TBW07012A","TOTO","sen-tam","Tay sen tắm TOTO TBW07012A  (2 chế độ) TBW07012A","Tay sen tắm TOTO TBW07012A  (2 chế độ)","tay-sen-tam-toto-tbw07012a-2-che-do-tbw07012a","tay-sen-tam-toto-tbw07012a-2-che-do",YES
"TBW07018A","TOTO","sen-tam","Thanh trượt sen tắm TOTO TBW07018A 950 mm TBW07018A","Thanh trượt sen tắm TOTO TBW07018A 950 mm","thanh-truot-sen-tam-toto-tbw07018a-950-mm-tbw07018a","thanh-truot-sen-tam-toto-tbw07018a-950-mm",YES
"TBW07019A","TOTO","sen-tam","Thanh trượt sen tắm TOTO TBW07019A (740 mm) TBW07019A","Thanh trượt sen tắm TOTO TBW07019A (740 mm)","thanh-truot-sen-tam-toto-tbw07019a-740-mm-tbw07019a","thanh-truot-sen-tam-toto-tbw07019a-740-mm",YES
"TBW07020A","TOTO","sen-tam","Cút nối tường TOTO TBW07020A dòng G dáng tròn TBW07020A","Cút nối tường TOTO TBW07020A dòng G dáng tròn","cut-noi-tuong-toto-tbw07020a-dong-g-dang-tron-tbw07020a","cut-noi-tuong-toto-tbw07020a-dong-g-dang-tron",YES
