sku,brand,subcategory,old_name,new_name,old_slug,new_slug,slug_changed
"NIS 841 F B AUS","Ariston","bep-dien-tu","Bếp điện từ 80cm 4 vùng nấu lắp âm Ariston NIS 841 F B AUS NIS 841 F B AUS","Bếp điện từ 80cm 4 vùng nấu lắp âm Ariston NIS 841 F B AUS","bep-dien-tu-80cm-4-vung-nau-lap-am-ariston-nis-841-f-b-aus-nis-841-f-b-aus","bep-dien-tu-80cm-4-vung-nau-lap-am-ariston-nis-841-f-b-aus",YES
"H7 EVCH7520BL","Elica","bep-dien-tu","Bếp hồng ngoại 2 vùng nấu ELICA H7 EVCH7520BL H7 EVCH7520BL","Bếp hồng ngoại 2 vùng nấu ELICA H7 EVCH7520BL","bep-hong-ngoai-2-vung-nau-elica-h7-evch7520bl-h7-evch7520bl","bep-hong-ngoai-2-vung-nau-elica-h7-evch7520bl",YES
"NIKOLA TESLA ALPHA BL/A/78","Elica","bep-dien-tu","Bếp điện từ kết hợp máy hút mùi ELICA NIKOLA TESLA ALPHA NIKOLA TESLA ALPHA BL/A/78","Bếp điện từ kết hợp máy hút mùi ELICA NIKOLA TESLA ALPHA","bep-dien-tu-ket-hop-may-hut-mui-elica-nikola-tesla-alpha-nikola-tesla-alpha-bla78","bep-dien-tu-ket-hop-may-hut-mui-elica-nikola-tesla-alpha",YES
"NIKOLA TESLA FIT BL/A/60","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla FIT NIKOLA TESLA FIT BL/A/60","Bếp từ kết hợp hút mùi ELICA NikolaTesla FIT","bep-tu-ket-hop-hut-mui-elica-nikolatesla-fit-nikola-tesla-fit-bla60","bep-tu-ket-hop-hut-mui-elica-nikolatesla-fit",YES
"NIKOLA TESLA FIT XL BL/A/83","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla FIT XL NIKOLA TESLA FIT XL BL/A/83","Bếp từ kết hợp hút mùi ELICA NikolaTesla FIT XL","bep-tu-ket-hop-hut-mui-elica-nikolatesla-fit-xl-nikola-tesla-fit-xl-bla83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-fit-xl",YES
"NIKOLA TESLA HP BL/A/83","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla ONE NIKOLA TESLA HP BL/A/83","Bếp từ kết hợp hút mùi ELICA NikolaTesla ONE","bep-tu-ket-hop-hut-mui-elica-nikolatesla-one-nikola-tesla-hp-bla83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-one",YES
"NIKOLA TESLA LIBRA BL/A/83","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla LIBRA NIKOLA TESLA LIBRA BL/A/83","Bếp từ kết hợp hút mùi ELICA NikolaTesla LIBRA","bep-tu-ket-hop-hut-mui-elica-nikolatesla-libra-nikola-tesla-libra-bla83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-libra",YES
"NIKOLA TESLA PRIME BL/F/83","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla PRIME NIKOLA TESLA PRIME BL/F/83","Bếp từ kết hợp hút mùi ELICA NikolaTesla PRIME","bep-tu-ket-hop-hut-mui-elica-nikolatesla-prime-nikola-tesla-prime-blf83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-prime",YES
"NIKOLA TESLA PRIME S BL/F PO/83 (*)","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla Prime S NIKOLA TESLA PRIME S BL/F PO/83 (*)","Bếp từ kết hợp hút mùi ELICA NikolaTesla Prime S","bep-tu-ket-hop-hut-mui-elica-nikolatesla-prime-s-nikola-tesla-prime-s-blf-po83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-prime-s",YES
"NIKOLA TESLA SWITCH GLOW BL/A/83","Elica","bep-dien-tu","Bếp điện từ kết hợp máy hút mùi ELICA NIKOLA TESLA SWITCH GLOW NIKOLA TESLA SWITCH GLOW BL/A/83","Bếp điện từ kết hợp máy hút mùi ELICA NIKOLA TESLA SWITCH GLOW","bep-dien-tu-ket-hop-may-hut-mui-elica-nikola-tesla-switch-glow-nikola-tesla-switch-glow-bla83","bep-dien-tu-ket-hop-may-hut-mui-elica-nikola-tesla-switch-glow",YES
"NIKOLA TESLA SWITCH WH/A/83","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla SWITCH NIKOLA TESLA SWITCH WH/A/83","Bếp từ kết hợp hút mùi ELICA NikolaTesla SWITCH","bep-tu-ket-hop-hut-mui-elica-nikolatesla-switch-nikola-tesla-switch-wha83","bep-tu-ket-hop-hut-mui-elica-nikolatesla-switch",YES
"NIKOLA TESLA UNPLUGGED BLIX/F/90","Elica","bep-dien-tu","Bếp từ kết hợp hút mùi ELICA NikolaTesla Unplugged NIKOLA TESLA UNPLUGGED BLIX/F/90","Bếp từ kết hợp hút mùi ELICA NikolaTesla Unplugged","bep-tu-ket-hop-hut-mui-elica-nikolatesla-unplugged-nikola-tesla-unplugged-blixf90","bep-tu-ket-hop-hut-mui-elica-nikolatesla-unplugged",YES
"RATIO 302 PLUS BL","Elica","bep-dien-tu","Bếp điện từ 2 vùng nấu ELICA RATIO 302 PLUS BL RATIO 302 PLUS BL","Bếp điện từ 2 vùng nấu ELICA RATIO 302 PLUS BL","bep-dien-tu-2-vung-nau-elica-ratio-302-plus-bl-ratio-302-plus-bl","bep-dien-tu-2-vung-nau-elica-ratio-302-plus-bl",YES
"RATIO 604 BL","Elica","bep-dien-tu","Bếp điện từ ELICA RATIO 604 BL RATIO 604 BL","Bếp điện từ ELICA RATIO 604 BL","bep-dien-tu-elica-ratio-604-bl-ratio-604-bl","bep-dien-tu-elica-ratio-604-bl",YES
"RATIO 604 PLUS BL","Elica","bep-dien-tu","Bếp điện từ  4 vùng nấu (liên vùng) ELICA RATIO 604 PLUS BL RATIO 604 PLUS BL","Bếp điện từ  4 vùng nấu (liên vùng) ELICA RATIO 604 PLUS BL","bep-dien-tu-4-vung-nau-lien-vung-elica-ratio-604-plus-bl-ratio-604-plus-bl","bep-dien-tu-4-vung-nau-lien-vung-elica-ratio-604-plus-bl",YES
"RATIO 702 BL","Elica","bep-dien-tu","Bếp điện từ 2 vùng nấu ELICA RATIO 702 BL RATIO 702 BL","Bếp điện từ 2 vùng nấu ELICA RATIO 702 BL","bep-dien-tu-2-vung-nau-elica-ratio-702-bl-ratio-702-bl","bep-dien-tu-2-vung-nau-elica-ratio-702-bl",YES
"RATIO 804 PLUS BL","Elica","bep-dien-tu","Bếp điện từ 4 vùng nấu ELICA RATIO 804 PLUS BL RATIO 804 PLUS BL","Bếp điện từ 4 vùng nấu ELICA RATIO 804 PLUS BL","bep-dien-tu-4-vung-nau-elica-ratio-804-plus-bl-ratio-804-plus-bl","bep-dien-tu-4-vung-nau-elica-ratio-804-plus-bl",YES
"RATIO 874 SLIM BL","Elica","bep-dien-tu","Bếp điện từ lắp âm ELICA RATIO 874 SLIM BL RATIO 874 SLIM BL","Bếp điện từ lắp âm ELICA RATIO 874 SLIM BL","bep-dien-tu-lap-am-elica-ratio-874-slim-bl-ratio-874-slim-bl","bep-dien-tu-lap-am-elica-ratio-874-slim-bl",YES
"KF-073II","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-073II KF-073II","Bếp điện từ đôi KAFF KF-073II","bep-dien-tu-doi-kaff-kf-073ii-kf-073ii","bep-dien-tu-doi-kaff-kf-073ii",YES
"KF-330C","Kaff","bep-dien-tu","Bếp điện hồng ngoại đơn domino KAFF KF-330C KF-330C","Bếp điện hồng ngoại đơn domino KAFF KF-330C","bep-dien-hong-ngoai-don-domino-kaff-kf-330c-kf-330c","bep-dien-hong-ngoai-don-domino-kaff-kf-330c",YES
"KF-FL101II","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-FL101II KF-FL101II","Bếp điện từ đôi KAFF KF-FL101II","bep-dien-tu-doi-kaff-kf-fl101ii-kf-fl101ii","bep-dien-tu-doi-kaff-kf-fl101ii",YES
"KF-HGEM919","Kaff","bep-dien-tu","Bếp điện từ đa điểm 4 vùng nấu KAFF KF-HGEM919 KF-HGEM919","Bếp điện từ đa điểm 4 vùng nấu KAFF KF-HGEM919","bep-dien-tu-da-diem-4-vung-nau-kaff-kf-hgem919-kf-hgem919","bep-dien-tu-da-diem-4-vung-nau-kaff-kf-hgem919",YES
"KF-HI5468SI","Kaff","bep-dien-tu","Bếp điện từ 3 vùng nấu KAFF KF-HI5468SI KF-HI5468SI","Bếp điện từ 3 vùng nấu KAFF KF-HI5468SI","bep-dien-tu-3-vung-nau-kaff-kf-hi5468si-kf-hi5468si","bep-dien-tu-3-vung-nau-kaff-kf-hi5468si",YES
"KF-HID7348II","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-HID7348II KF-HID7348II","Bếp điện từ đôi KAFF KF-HID7348II","bep-dien-tu-doi-kaff-kf-hid7348ii-kf-hid7348ii","bep-dien-tu-doi-kaff-kf-hid7348ii",YES
"KF-HIDE868I","Kaff","bep-dien-tu","Bếp điện từ đa điểm 4 vùng nấu KAFF KF-HIDE868I KF-HIDE868I","Bếp điện từ đa điểm 4 vùng nấu KAFF KF-HIDE868I","bep-dien-tu-da-diem-4-vung-nau-kaff-kf-hide868i-kf-hide868i","bep-dien-tu-da-diem-4-vung-nau-kaff-kf-hide868i",YES
"KF-IH2002LeBar","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-IH2002LeBar KF-IH2002LeBar","Bếp điện từ đôi KAFF KF-IH2002LeBar","bep-dien-tu-doi-kaff-kf-ih2002lebar-kf-ih2002lebar","bep-dien-tu-doi-kaff-kf-ih2002lebar",YES
"KF-IH201II","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-IH201II KF-IH201II","Bếp điện từ đôi KAFF KF-IH201II","bep-dien-tu-doi-kaff-kf-ih201ii-kf-ih201ii","bep-dien-tu-doi-kaff-kf-ih201ii",YES
"KF-IH202IC","Kaff","bep-dien-tu","Bếp điện từ đơn và 1 hồng ngoại KAFF KF-IH202IC KF-IH202IC","Bếp điện từ đơn và 1 hồng ngoại KAFF KF-IH202IC","bep-dien-tu-don-va-1-hong-ngoai-kaff-kf-ih202ic-kf-ih202ic","bep-dien-tu-don-va-1-hong-ngoai-kaff-kf-ih202ic",YES
"KF-IH202II","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-IH202II KF-IH202II","Bếp điện từ đôi KAFF KF-IH202II","bep-dien-tu-doi-kaff-kf-ih202ii-kf-ih202ii","bep-dien-tu-doi-kaff-kf-ih202ii",YES
"KF-IH6003IH","Kaff","bep-dien-tu","Bếp điện từ đôi và 1 hồng ngoại KAFF KF-IH6003IH KF-IH6003IH","Bếp điện từ đôi và 1 hồng ngoại KAFF KF-IH6003IH","bep-dien-tu-doi-va-1-hong-ngoai-kaff-kf-ih6003ih-kf-ih6003ih","bep-dien-tu-doi-va-1-hong-ngoai-kaff-kf-ih6003ih",YES
"KF-IH6003II","Kaff","bep-dien-tu","Bếp điện từ 3 vùng nấu KAFF KF-IH6003II KF-IH6003II","Bếp điện từ 3 vùng nấu KAFF KF-IH6003II","bep-dien-tu-3-vung-nau-kaff-kf-ih6003ii-kf-ih6003ii","bep-dien-tu-3-vung-nau-kaff-kf-ih6003ii",YES
"KF-LCD2IG","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-LCD2IG KF-LCD2IG","Bếp điện từ đôi KAFF KF-LCD2IG","bep-dien-tu-doi-kaff-kf-lcd2ig-kf-lcd2ig","bep-dien-tu-doi-kaff-kf-lcd2ig",YES
"KF-ROTE55","Kaff","bep-dien-tu","Bếp điện từ đôi KAFF KF-ROTE55 KF-ROTE55","Bếp điện từ đôi KAFF KF-ROTE55","bep-dien-tu-doi-kaff-kf-rote55-kf-rote55","bep-dien-tu-doi-kaff-kf-rote55",YES
"KF-S48QHPlus","Kaff","bep-dien-tu","Bếp điện từ đôi và 1 hồng ngoại KAFF KF-S48QHPlus KF-S48QHPlus","Bếp điện từ đôi và 1 hồng ngoại KAFF KF-S48QHPlus","bep-dien-tu-doi-va-1-hong-ngoai-kaff-kf-s48qhplus-kf-s48qhplus","bep-dien-tu-doi-va-1-hong-ngoai-kaff-kf-s48qhplus",YES
"KF-SM200II","Kaff","bep-dien-tu","Bếp điện từ đôi domino ngang KAFF KF-SM200II KF-SM200II","Bếp điện từ đôi domino ngang KAFF KF-SM200II","bep-dien-tu-doi-domino-ngang-kaff-kf-sm200ii-kf-sm200ii","bep-dien-tu-doi-domino-ngang-kaff-kf-sm200ii",YES
"KF-SQ38IH","Kaff","bep-dien-tu","Bếp điện từ 3 vùng nấu KAFF KF-SQ38IH KF-SQ38IH","Bếp điện từ 3 vùng nấu KAFF KF-SQ38IH","bep-dien-tu-3-vung-nau-kaff-kf-sq38ih-kf-sq38ih","bep-dien-tu-3-vung-nau-kaff-kf-sq38ih",YES
"KF-SQ520HID","Kaff","bep-dien-tu","Bếp điện từ 3 vùng nấu KAFF KF-SQ520HID KF-SQ520HID","Bếp điện từ 3 vùng nấu KAFF KF-SQ520HID","bep-dien-tu-3-vung-nau-kaff-kf-sq520hid-kf-sq520hid","bep-dien-tu-3-vung-nau-kaff-kf-sq520hid",YES
"KF-SQ5463IFabio","Kaff","bep-dien-tu","Bếp điện từ 3 vùng nấu KAFF KF-SQ5463IFabio KF-SQ5463IFabio","Bếp điện từ 3 vùng nấu KAFF KF-SQ5463IFabio","bep-dien-tu-3-vung-nau-kaff-kf-sq5463ifabio-kf-sq5463ifabio","bep-dien-tu-3-vung-nau-kaff-kf-sq5463ifabio",YES
"NZ63B5046FK/SV","SAMSUNG","bep-dien-tu","Bếp từ Samsung Bespoke 3 vùng nấu linh hoạt Flex Zone NZ63B5046FK/SV NZ63B5046FK/SV","Bếp từ Samsung Bespoke 3 vùng nấu linh hoạt Flex Zone NZ63B5046FK/SV","bep-tu-samsung-bespoke-3-vung-nau-linh-hoat-flex-zone-nz63b5046fksv-nz63b5046fksv","bep-tu-samsung-bespoke-3-vung-nau-linh-hoat-flex-zone-nz63b5046fksv",YES
"NZ64B5066FK/SV","SAMSUNG","bep-dien-tu","Bếp từ Samsung Bespoke 4 vùng nấu linh hoạt Dual Flex NZ64B5066FK/SV NZ64B5066FK/SV","Bếp từ Samsung Bespoke 4 vùng nấu linh hoạt Dual Flex NZ64B5066FK/SV","bep-tu-samsung-bespoke-4-vung-nau-linh-hoat-dual-flex-nz64b5066fksv-nz64b5066fksv","bep-tu-samsung-bespoke-4-vung-nau-linh-hoat-dual-flex-nz64b5066fksv",YES
"NZ64B5067YY/SV","SAMSUNG","bep-dien-tu","Bếp từ Samsung Bespoke 4 vùng nấu linh hoạt Dual Flex Zone NZ64B5067YY/SV (Smartthings) NZ64B5067YY/SV","Bếp từ Samsung Bespoke 4 vùng nấu linh hoạt Dual Flex Zone NZ64B5067YY/SV (Smartthings)","bep-tu-samsung-bespoke-4-vung-nau-linh-hoat-dual-flex-zone-nz64b5067yysv-smartthings-nz64b5067yysv","bep-tu-samsung-bespoke-4-vung-nau-linh-hoat-dual-flex-zone-nz64b5067yysv-smartthings",YES
"NIKOLA TESLA FLAME BL/A/88","Elica","bep-gas","Bếp gas kết hợp hút mùi ELICA NikolaTesla FLAME NIKOLA TESLA FLAME BL/A/88","Bếp gas kết hợp hút mùi ELICA NikolaTesla FLAME","bep-gas-ket-hop-hut-mui-elica-nikolatesla-flame-nikola-tesla-flame-bla88","bep-gas-ket-hop-hut-mui-elica-nikolatesla-flame",YES
"KF-208I","Kaff","bep-gas","Bếp gas đôi KAFF KF-208I KF-208I","Bếp gas đôi KAFF KF-208I","bep-gas-doi-kaff-kf-208i-kf-208i","bep-gas-doi-kaff-kf-208i",YES
"KF-212","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-212 KF-212","Bếp gas âm 2 lò KAFF KF-212","bep-gas-am-2-lo-kaff-kf-212-kf-212","bep-gas-am-2-lo-kaff-kf-212",YES
"KF-216","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-216 KF-216","Bếp gas âm 2 lò KAFF KF-216","bep-gas-am-2-lo-kaff-kf-216-kf-216","bep-gas-am-2-lo-kaff-kf-216",YES
"KF-218","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-218 KF-218","Bếp gas âm 2 lò KAFF KF-218","bep-gas-am-2-lo-kaff-kf-218-kf-218","bep-gas-am-2-lo-kaff-kf-218",YES
"KF-219","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-219 KF-219","Bếp gas âm 2 lò KAFF KF-219","bep-gas-am-2-lo-kaff-kf-219-kf-219","bep-gas-am-2-lo-kaff-kf-219",YES
"KF-228","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-228 KF-228","Bếp gas âm 2 lò KAFF KF-228","bep-gas-am-2-lo-kaff-kf-228-kf-228","bep-gas-am-2-lo-kaff-kf-228",YES
"KF-312","Kaff","bep-gas","Bếp gas đôi KAFF KF-312 KF-312","Bếp gas đôi KAFF KF-312","bep-gas-doi-kaff-kf-312-kf-312","bep-gas-doi-kaff-kf-312",YES
"KF-321","Kaff","bep-gas","Bếp gas âm 3 lò KAFF KF-321 KF-321","Bếp gas âm 3 lò KAFF KF-321","bep-gas-am-3-lo-kaff-kf-321-kf-321","bep-gas-am-3-lo-kaff-kf-321",YES
"KF-330GDH","Kaff","bep-gas","Bếp gas đôi âm domino KAFF KF-330GDH KF-330GDH","Bếp gas đôi âm domino KAFF KF-330GDH","bep-gas-doi-am-domino-kaff-kf-330gdh-kf-330gdh","bep-gas-doi-am-domino-kaff-kf-330gdh",YES
"KF-330GH","Kaff","bep-gas","Bếp gas đơn âm kính KAFF KF-330GH KF-330GH","Bếp gas đơn âm kính KAFF KF-330GH","bep-gas-don-am-kinh-kaff-kf-330gh-kf-330gh","bep-gas-don-am-kinh-kaff-kf-330gh",YES
"KF-608I","Kaff","bep-gas","Bếp gas đôi KAFF KF-608I KF-608I","Bếp gas đôi KAFF KF-608I","bep-gas-doi-kaff-kf-608i-kf-608i","bep-gas-doi-kaff-kf-608i",YES
"KF-620DETIME","Kaff","bep-gas","Bếp gas âm 3 lò KAFF KF-620DETIME KF-620DETIME","Bếp gas âm 3 lò KAFF KF-620DETIME","bep-gas-am-3-lo-kaff-kf-620detime-kf-620detime","bep-gas-am-3-lo-kaff-kf-620detime",YES
"KF-630","Kaff","bep-gas","Bếp gas đôi KAFF KF-630 KF-630","Bếp gas đôi KAFF KF-630","bep-gas-doi-kaff-kf-630-kf-630","bep-gas-doi-kaff-kf-630",YES
"KF-668","Kaff","bep-gas","Bếp gas đôi KAFF KF-668 KF-668","Bếp gas đôi KAFF KF-668","bep-gas-doi-kaff-kf-668-kf-668","bep-gas-doi-kaff-kf-668",YES
"KF-670","Kaff","bep-gas","Bếp gas âm 2 lò KAFF KF-670 KF-670","Bếp gas âm 2 lò KAFF KF-670","bep-gas-am-2-lo-kaff-kf-670-kf-670","bep-gas-am-2-lo-kaff-kf-670",YES
"KF-690","Kaff","bep-gas","Bếp gas âm 3 lò KAFF KF-690 KF-690","Bếp gas âm 3 lò KAFF KF-690","bep-gas-am-3-lo-kaff-kf-690-kf-690","bep-gas-am-3-lo-kaff-kf-690",YES
"C101927(CV9)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C101927(CV9) Hercules Curve C101927(CV9)","Bồn cầu 1 khối nắp điện tử COTTO C101927(CV9) Hercules Curve","bon-cau-1-khoi-nap-dien-tu-cotto-c101927cv9-hercules-curve-c101927cv9","bon-cau-1-khoi-nap-dien-tu-cotto-c101927cv9-hercules-curve",YES
"C10327(CV8)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C10327(CV8) Simply Modish C10327(CV8)","Bồn cầu 1 khối nắp điện tử COTTO C10327(CV8) Simply Modish","bon-cau-1-khoi-nap-dien-tu-cotto-c10327cv8-simply-modish-c10327cv8","bon-cau-1-khoi-nap-dien-tu-cotto-c10327cv8-simply-modish",YES
"C103327(CV4)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C103327(CV4) Simply Connect C103327(CV4)","Bồn cầu 1 khối nắp điện tử COTTO C103327(CV4) Simply Connect","bon-cau-1-khoi-nap-dien-tu-cotto-c103327cv4-simply-connect-c103327cv4","bon-cau-1-khoi-nap-dien-tu-cotto-c103327cv4-simply-connect",YES
"C105267(CV10)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C105267(CV10) Riviera Pro C105267(CV10)","Bồn cầu 1 khối nắp điện tử COTTO C105267(CV10) Riviera Pro","bon-cau-1-khoi-nap-dien-tu-cotto-c105267cv10-riviera-pro-c105267cv10","bon-cau-1-khoi-nap-dien-tu-cotto-c105267cv10-riviera-pro",YES
"C105337(CN5)","COTTO","bon-cau","Bồn cầu 1 khối nắp rửa cơ COTTO C105337(CN5) Most C105337(CN5)","Bồn cầu 1 khối nắp rửa cơ COTTO C105337(CN5) Most","bon-cau-1-khoi-nap-rua-co-cotto-c105337cn5-most-c105337cn5","bon-cau-1-khoi-nap-rua-co-cotto-c105337cn5-most",YES
"C107127(CN)","COTTO","bon-cau","Bồn cầu 1 khối nắp rửa cơ COTTO C107127(CN) Grand Tetragon C107127(CN)","Bồn cầu 1 khối nắp rửa cơ COTTO C107127(CN) Grand Tetragon","bon-cau-1-khoi-nap-rua-co-cotto-c107127cn-grand-tetragon-c107127cn","bon-cau-1-khoi-nap-rua-co-cotto-c107127cn-grand-tetragon",YES
"C110507(CV3)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV3) Harmony C110507(CV3)","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV3) Harmony","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv3-harmony-c110507cv3","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv3-harmony",YES
"C110507(CV5)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV5) Harmony C110507(CV5)","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV5) Harmony","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv5-harmony-c110507cv5","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv5-harmony",YES
"C110507(CV6)","COTTO","bon-cau","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV6) Harmony C110507(CV6)","Bồn cầu 1 khối nắp điện tử COTTO C110507(CV6) Harmony","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv6-harmony-c110507cv6","bon-cau-1-khoi-nap-dien-tu-cotto-c110507cv6-harmony",YES
"C125317(CV4)","COTTO","bon-cau","Bồn cầu 2 khối nắp điện tử COTTO C125317(CV4) Simply Connect C125317(CV4)","Bồn cầu 2 khối nắp điện tử COTTO C125317(CV4) Simply Connect","bon-cau-2-khoi-nap-dien-tu-cotto-c125317cv4-simply-connect-c125317cv4","bon-cau-2-khoi-nap-dien-tu-cotto-c125317cv4-simply-connect",YES
"C135127(CV9)","COTTO","bon-cau","Bồn cầu 2 khối nắp điện tử COTTO C135127(CV9) Hercules Curve C135127(CV9)","Bồn cầu 2 khối nắp điện tử COTTO C135127(CV9) Hercules Curve","bon-cau-2-khoi-nap-dien-tu-cotto-c135127cv9-hercules-curve-c135127cv9","bon-cau-2-khoi-nap-dien-tu-cotto-c135127cv9-hercules-curve",YES
"C13547(CV10)","COTTO","bon-cau","Bồn cầu 2 khối nắp điện tử COTTO C13547(CV10) Riviera Pro C13547(CV10)","Bồn cầu 2 khối nắp điện tử COTTO C13547(CV10) Riviera Pro","bon-cau-2-khoi-nap-dien-tu-cotto-c13547cv10-riviera-pro-c13547cv10","bon-cau-2-khoi-nap-dien-tu-cotto-c13547cv10-riviera-pro",YES
"C167507(CV3)","COTTO","bon-cau","Bồn cầu 2 khối nắp điện tử COTTO C167507(CV3) Harmony C167507(CV3)","Bồn cầu 2 khối nắp điện tử COTTO C167507(CV3) Harmony","bon-cau-2-khoi-nap-dien-tu-cotto-c167507cv3-harmony-c167507cv3","bon-cau-2-khoi-nap-dien-tu-cotto-c167507cv3-harmony",YES
"C167507(CV6)","COTTO","bon-cau","Bồn cầu 2 khối nắp điện tử COTTO C167507(CV6) Harmony C167507(CV6)","Bồn cầu 2 khối nắp điện tử COTTO C167507(CV6) Harmony","bon-cau-2-khoi-nap-dien-tu-cotto-c167507cv6-harmony-c167507cv6","bon-cau-2-khoi-nap-dien-tu-cotto-c167507cv6-harmony",YES
"SC19507(F)","COTTO","bon-cau","Bồn cầu đặt sàn COTTO SC19507(F) nắp êm dòng Oval SC19507(F)","Bồn cầu đặt sàn COTTO SC19507(F) nắp êm dòng Oval","bon-cau-dat-san-cotto-sc19507f-nap-em-dong-oval-sc19507f","bon-cau-dat-san-cotto-sc19507f-nap-em-dong-oval",YES
"SC19517(F)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC19517(F) nắp êm dòng Oval SC19517(F)","Bồn cầu treo tường COTTO SC19517(F) nắp êm dòng Oval","bon-cau-treo-tuong-cotto-sc19517f-nap-em-dong-oval-sc19517f","bon-cau-treo-tuong-cotto-sc19517f-nap-em-dong-oval",YES
"SC197627(F)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC197627(F) nắp êm dòng Simply Modish SC197627(F)","Bồn cầu treo tường COTTO SC197627(F) nắp êm dòng Simply Modish","bon-cau-treo-tuong-cotto-sc197627f-nap-em-dong-simply-modish-sc197627f","bon-cau-treo-tuong-cotto-sc197627f-nap-em-dong-simply-modish",YES
"SC19847(F)","COTTO","bon-cau","Bồn cầu đặt sàn COTTO SC19847(F) nắp êm dòng Tetragon SC19847(F)","Bồn cầu đặt sàn COTTO SC19847(F) nắp êm dòng Tetragon","bon-cau-dat-san-cotto-sc19847f-nap-em-dong-tetragon-sc19847f","bon-cau-dat-san-cotto-sc19847f-nap-em-dong-tetragon",YES
"SC198517(F)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC198517(F) nắp êm dòng Unique SC198517(F)","Bồn cầu treo tường COTTO SC198517(F) nắp êm dòng Unique","bon-cau-treo-tuong-cotto-sc198517f-nap-em-dong-unique-sc198517f","bon-cau-treo-tuong-cotto-sc198517f-nap-em-dong-unique",YES
"SC198817(F)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC198817(F) nắp êm SC198817(F)","Bồn cầu treo tường COTTO SC198817(F) nắp êm","bon-cau-treo-tuong-cotto-sc198817f-nap-em-sc198817f","bon-cau-treo-tuong-cotto-sc198817f-nap-em",YES
"SC199(F)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC199(F) nắp êm dòng Avanti SC199(F)","Bồn cầu treo tường COTTO SC199(F) nắp êm dòng Avanti","bon-cau-treo-tuong-cotto-sc199f-nap-em-dong-avanti-sc199f","bon-cau-treo-tuong-cotto-sc199f-nap-em-dong-avanti",YES
"SC199(T)","COTTO","bon-cau","Bồn cầu treo tường COTTO SC199(T) nắp êm dòng Avanti SC199(T)","Bồn cầu treo tường COTTO SC199(T) nắp êm dòng Avanti","bon-cau-treo-tuong-cotto-sc199t-nap-em-dong-avanti-sc199t","bon-cau-treo-tuong-cotto-sc199t-nap-em-dong-avanti",YES
"Mekong (MK2)","Viglacera","bon-cau","Bồn cầu 1 khối Viglacera Mekong (MK2) nắp êm (+ vòi xịt VG826) Mekong (MK2)","Bồn cầu 1 khối Viglacera Mekong (MK2) nắp êm (+ vòi xịt VG826)","bon-cau-1-khoi-viglacera-mekong-mk2-nap-em-voi-xit-vg826-mekong-mk2","bon-cau-1-khoi-viglacera-mekong-mk2-nap-em-voi-xit-vg826",YES
