old_slug,new_slug,old_url,new_url,sku
"bo-sen-tam-cay-dung-nong-lanh-moen-la-forma-m22032-2276-2088-147169-143572-m2203222762088147169143572","bo-sen-tam-cay-dung-nong-lanh-moen-m22032-kem-2276-2088-147169-143572","/san-pham/bo-sen-tam-cay-dung-nong-lanh-moen-la-forma-m22032-2276-2088-147169-143572-m2203222762088147169143572","/san-pham/bo-sen-tam-cay-dung-nong-lanh-moen-m22032-kem-2276-2088-147169-143572","M22032+2276+2088+147169+143572"
"bo-sen-tam-cay-dung-nong-lanh-moen-siena-m22032227815142162479143574-m22032227815142162479143574","bo-sen-tam-cay-dung-nong-lanh-moen-m22032-kem-2278-15142-162479-143574","/san-pham/bo-sen-tam-cay-dung-nong-lanh-moen-siena-m22032227815142162479143574-m22032227815142162479143574","/san-pham/bo-sen-tam-cay-dung-nong-lanh-moen-m22032-kem-2278-15142-162479-143574","M22032+2278+15142+162479+143574"
"sen-cay-tam-dung-nhiet-do-moen-m22032229658332ha-m22032229658332ha","sen-cay-tam-dung-moen-m22032-kem-2296-58332ha","/san-pham/sen-cay-tam-dung-nhiet-do-moen-m22032229658332ha-m22032229658332ha","/san-pham/sen-cay-tam-dung-moen-m22032-kem-2296-58332ha","M22032+2296+58332HA"
"sen-tam-cay-dung-nhiet-do-moen-m22033-2298-58332ha-m22033229858332ha","sen-tam-cay-dung-moen-m22033-kem-2298-58332ha","/san-pham/sen-tam-cay-dung-nhiet-do-moen-m22033-2298-58332ha-m22033229858332ha","/san-pham/sen-tam-cay-dung-moen-m22033-kem-2298-58332ha","M22033+2298+58332HA"
"sen-tam-am-tuong-moen-m22050t57146a806-30a725-nong-lanh-m22050t57146a806-30a725","sen-tam-am-moen-m22050-kem-t57146-a806-30-a725","/san-pham/sen-tam-am-tuong-moen-m22050t57146a806-30a725-nong-lanh-m22050t57146a806-30a725","/san-pham/sen-tam-am-moen-m22050-kem-t57146-a806-30-a725","M22050+T57146+A806-30+A725"
"bo-voi-sen-tam-am-tuong-moen-m22050ts3600s36002ts3411s3371-m22050ts3600s36002ts3411s3371","bo-voi-sen-moen-m22050-kem-ts3600-s36002-ts3411-s3371","/san-pham/bo-voi-sen-tam-am-tuong-moen-m22050ts3600s36002ts3411s3371-m22050ts3600s36002ts3411s3371","/san-pham/bo-voi-sen-moen-m22050-kem-ts3600-s36002-ts3411-s3371","M22050+TS3600+S3600(2)+TS3411+S3371"
"bo-voi-sen-tam-am-tuong-fascination-moen-m22061-120067-t63142-t63948-m22061120067t63142t63948","bo-voi-sen-moen-m22061-kem-120067-t63142-t63948","/san-pham/bo-voi-sen-tam-am-tuong-fascination-moen-m22061-120067-t63142-t63948-m22061120067t63142t63948","/san-pham/bo-voi-sen-moen-m22061-kem-120067-t63142-t63948","M22061+120067+T63142+T63948"
"bo-can-sen-tam-am-tuong-sterope-moen-m22063-120067-t57140-m22063120067t57140","bo-can-sen-moen-m22063-kem-120067-t57140","/san-pham/bo-can-sen-tam-am-tuong-sterope-moen-m22063-120067-t57140-m22063120067t57140","/san-pham/bo-can-sen-moen-m22063-kem-120067-t57140","M22063+120067+T57140"
"bo-voi-sen-tam-am-tuong-sterope-moen-m22063-120067-t57143-57948-m22063120067t5714357948","bo-voi-sen-moen-m22063-kem-120067-t57143-57948","/san-pham/bo-voi-sen-tam-am-tuong-sterope-moen-m22063-120067-t57143-57948-m22063120067t5714357948","/san-pham/bo-voi-sen-moen-m22063-kem-120067-t57143-57948","M22063+120067+T57143+57948"
"bo-voi-sen-tam-am-tuong-sterope-moen-m22063-120067-t57143-a805-30-a725-m22063120067t57143a805-30a725","bo-voi-sen-moen-m22063-kem-120067-t57143-a805-30-a725","/san-pham/bo-voi-sen-tam-am-tuong-sterope-moen-m22063-120067-t57143-a805-30-a725-m22063120067t57143a805-30a725","/san-pham/bo-voi-sen-moen-m22063-kem-120067-t57143-a805-30-a725","M22063+120067+T57143+A805-30+A725"
"sen-tam-cay-dung-nong-lanh-sterope-moen-m22063-2232a-2804vs-148691-143572-m220632232a2804vs148691143572","sen-tam-cay-dung-nong-lanh-moen-m22063-kem-2232a-2804vs-148691-143572","/san-pham/sen-tam-cay-dung-nong-lanh-sterope-moen-m22063-2232a-2804vs-148691-143572-m220632232a2804vs148691143572","/san-pham/sen-tam-cay-dung-nong-lanh-moen-m22063-kem-2232a-2804vs-148691-143572","M22063+2232A+2804VS+148691+143572"
"sen-tam-cay-dung-nong-lanh-sterope-moen-m22063-57902a-57132v-148691-143572-m2206357902a57132v148691143572","sen-tam-cay-dung-nong-lanh-moen-m22063-kem-57902a-57132v-148691-143572","/san-pham/sen-tam-cay-dung-nong-lanh-sterope-moen-m22063-57902a-57132v-148691-143572-m2206357902a57132v148691143572","/san-pham/sen-tam-cay-dung-nong-lanh-moen-m22063-kem-57902a-57132v-148691-143572","M22063+57902A+57132V+148691+143572"
"sen-tam-cay-dung-nong-lanh-cascata-moen-m22063-57902a-hk88132-148691-143572-m2206357902ahk88132148691143572","sen-tam-cay-dung-nong-lanh-moen-m22063-kem-57902a-hk88132-148691-143572","/san-pham/sen-tam-cay-dung-nong-lanh-cascata-moen-m22063-57902a-hk88132-148691-143572-m2206357902ahk88132148691143572","/san-pham/sen-tam-cay-dung-nong-lanh-moen-m22063-kem-57902a-hk88132-148691-143572","M22063+57902A+HK88132+148691+143572"
"bo-voi-sen-tam-am-tuong-moen-diamond-m22064120067t68142t63948-m22064120067t68142t63948","bo-voi-sen-moen-m22064-kem-120067-t68142-t63948","/san-pham/bo-voi-sen-tam-am-tuong-moen-diamond-m22064120067t68142t63948-m22064120067t68142t63948","/san-pham/bo-voi-sen-moen-m22064-kem-120067-t68142-t63948","M22064+120067+T68142+T63948"
"sen-tam-am-tuong-3-duong-nuoc-nhiet-do-thermostatic-moen-m22065120067t57282hk30012a72157948-m22065120067t57282hk30012a72157948","sen-tam-am-moen-m22065-kem-120067-t57282-hk30012-a721-57948","/san-pham/sen-tam-am-tuong-3-duong-nuoc-nhiet-do-thermostatic-moen-m22065120067t57282hk30012a72157948-m22065120067t57282hk30012a72157948","/san-pham/sen-tam-am-moen-m22065-kem-120067-t57282-hk30012-a721-57948","M22065+120067+T57282+HK30012+A721+57948"
"bo-sen-tam-am-tuong-3-duong-nuoc-moen-thermostatic-m22065-120067-t66145-hk30012-a721-57948-m22065120067t66145hk30012a72157948","bo-sen-tam-moen-m22065-kem-120067-t66145-hk30012-a721-57948","/san-pham/bo-sen-tam-am-tuong-3-duong-nuoc-moen-thermostatic-m22065-120067-t66145-hk30012-a721-57948-m22065120067t66145hk30012a72157948","/san-pham/bo-sen-tam-moen-m22065-kem-120067-t66145-hk30012-a721-57948","M22065+120067+T66145+HK30012+A721+57948"
"sen-cay-tam-dung-nhiet-do-moen-m220812380a91074ec-m220812380a91074ec","sen-cay-tam-dung-moen-m22081-kem-2380a-91074ec","/san-pham/sen-cay-tam-dung-nhiet-do-moen-m220812380a91074ec-m220812380a91074ec","/san-pham/sen-cay-tam-dung-moen-m22081-kem-2380a-91074ec","M22081+2380A+91074EC"
"sen-tam-am-tuong-2-duong-nuoc-nhiet-do-moen-mr23012bluht73342blur4000hh202022bla716bl737bl-mr23012bluht73342blur4000hh202022bla716bl737bl","sen-tam-am-moen-mr23012bl-kem-uht73342bl-ur4000-hh202022bl-a716bl-737b","/san-pham/sen-tam-am-tuong-2-duong-nuoc-nhiet-do-moen-mr23012bluht73342blur4000hh202022bla716bl737bl-mr23012bluht73342blur4000hh202022bla716bl737bl","/san-pham/sen-tam-am-moen-mr23012bl-kem-uht73342bl-ur4000-hh202022bl-a716bl-737b","MR23012BL+UHT73342BL+UR4000+HH202022BL+A716BL+737B"
"sen-tam-am-tuong-3-duong-nuoc-nhiet-do-moen-mr23014bluht73343blur4000hh202023bl737bla716bl-mr23014bluht73343blur4000hh202023bl737bla716bl","sen-tam-am-moen-mr23014bl-kem-uht73343bl-ur4000-hh202023bl-737bl-a716b","/san-pham/sen-tam-am-tuong-3-duong-nuoc-nhiet-do-moen-mr23014bluht73343blur4000hh202023bl737bla716bl-mr23014bluht73343blur4000hh202023bl737bla716bl","/san-pham/sen-tam-am-moen-mr23014bl-kem-uht73343bl-ur4000-hh202023bl-737bl-a716b","MR23014BL+UHT73343BL+UR4000+HH202023BL+737BL+A716B"
"sen-tam-am-tuong-3-duong-nuoc-nhiet-do-moen-mr23014bluht73343fblur4000a717blhh202023bla716bl737bl-mr23014bluht73343fblur4000a717blhh202023bla716bl737bl","sen-tam-am-moen-mr23014bl-kem-uht73343fbl-ur4000-a717bl-hh202023bl-a71","/san-pham/sen-tam-am-tuong-3-duong-nuoc-nhiet-do-moen-mr23014bluht73343fblur4000a717blhh202023bla716bl737bl-mr23014bluht73343fblur4000a717blhh202023bla716bl737bl","/san-pham/sen-tam-am-moen-mr23014bl-kem-uht73343fbl-ur4000-a717bl-hh202023bl-a71","MR23014BL+UHT73343FBL+UR4000+A717BL+HH202023BL+A71"
"sen-tam-am-tuong-2-duong-nuoc-nhiet-do-moen-mr23014bluht73343fblur4000hh202023bl737bla716bl-mr23014bluht73343fblur4000hh202023bl737bla716bl","sen-tam-am-moen-mr23014bl-kem-uht73343fbl-ur4000-hh202023bl-737bl-a716","/san-pham/sen-tam-am-tuong-2-duong-nuoc-nhiet-do-moen-mr23014bluht73343fblur4000hh202023bl737bla716bl-mr23014bluht73343fblur4000hh202023bl737bla716bl","/san-pham/sen-tam-am-moen-mr23014bl-kem-uht73343fbl-ur4000-hh202023bl-737bl-a716","MR23014BL+UHT73343FBL+UR4000+HH202023BL+737BL+A716"
"bo-voi-sen-tam-am-tuong-nebia-moen-ncn212cot57140-ncn212cot57140","bo-voi-sen-moen-ncn212co-kem-t57140","/san-pham/bo-voi-sen-tam-am-tuong-nebia-moen-ncn212cot57140-ncn212cot57140","/san-pham/bo-voi-sen-moen-ncn212co-kem-t57140","NCN212CO+T57140"
"sen-tam-am-tuong-2-duong-nuoc-nong-lanh-moen-sa1201blm22021ablt57143blr3500blhh202022bl737bla716bl-sa1201blm22021ablt57143blr3500blhh202022bl737bla716bl","sen-tam-am-moen-sa1201bl-kem-m22021abl-t57143bl-r3500bl-hh202022bl-737","/san-pham/sen-tam-am-tuong-2-duong-nuoc-nong-lanh-moen-sa1201blm22021ablt57143blr3500blhh202022bl737bla716bl-sa1201blm22021ablt57143blr3500blhh202022bl737bla716bl","/san-pham/sen-tam-am-moen-sa1201bl-kem-m22021abl-t57143bl-r3500bl-hh202022bl-737","SA1201BL+M22021ABL+T57143BL+R3500BL+HH202022BL+737"
"sen-am-tuong-moen-ts3420sa340s3384a50143667eps6310s122-ts3420sa340s3384a50143667eps6310s122","sen-am-tuong-moen-ts3420-kem-sa340-s3384-a5014-3667ep-s6310-s122","/san-pham/sen-am-tuong-moen-ts3420sa340s3384a50143667eps6310s122-ts3420sa340s3384a50143667eps6310s122","/san-pham/sen-am-tuong-moen-ts3420-kem-sa340-s3384-a5014-3667ep-s6310-s122","TS3420+SA340+S3384+A501(4)+3667EP+S6310+S122"
"bo-sen-cay-tam-nong-lanh-toto-dm907c1s-tvsm110rur-dgh104zr-dm907c1stvsm110rurdgh104zr","bo-sen-cay-tam-nong-lanh-toto-dm907c1s-kem-voi-sen-tvsm110rur-bat-sen-dgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907c1s-tvsm110rur-dgh104zr-dm907c1stvsm110rurdgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907c1s-kem-voi-sen-tvsm110rur-bat-sen-dgh104zr","DM907C1S/TVSM110RUR/DGH104ZR"
"bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs01302v-dgh104zr-dm907cstbs01302vdgh104zr","bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs01302v-bat-sen-dgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-tbs01302v-dgh104zr-dm907cstbs01302vdgh104zr","/san-pham/bo-sen-cay-tam-nong-lanh-toto-dm907cs-kem-voi-sen-tbs01302v-bat-sen-dgh104zr","DM907CS/TBS01302V/DGH104ZR"
